"ID","Estadillo","CoorX","CoorY","Fecha2","FRACCION2","FRACCION3","Fecha3","FRACCION4","Fecha4","IFN2Num_arb","IFN3Num_arb","IFN4Num_arb","IFN2_muert","IFN3_muert","IFN4_muert","N_IFN2","N_IFN3","N_IFN4","Ho_IFN2","Ho_IFN3","Ho_IFN4","HartIFN2","HartIFN3","HartIFN4","H_shannon2","H_shannon3","H_shannon4","SDIR_IFN2","SDIR_IFN3","SDIR_IFN4","max_abIFN2","n_especies_10IFN2","especie_dominanteIFN2","ComposicionIFN2","max_abIFN3","n_especies_10IFN3","especie_dominanteIFN3","ComposicionIFN3","max_abIFN4","n_especies_10IFN4","especie_dominanteIFN4","ComposicionIFN4","nCD_IFN2","FormaIFN2","nCD_IFN3","FormaIFN3","nCD_IFN4","FormaIFN4"
"110",514,368910,4707768,91,80,85,"03/17/03 00:00:00",80,"2019-06-20T22:00:00Z",10,35,30,0,0,0,891.26,1114.085,767.481151617847,5.8408450569081,8.02253517072431,13.7141472391193,59.3719461171359,38.6623621851938,27.249372827124,0,0,0.449322955183159,0.270644319383166,0.56600279703748,0.547835352876325,100,1,25,"pura",100,1,25,"pura",96.6849798033044,1,25,"pura",2,"Regular",2,"Regular",5,"Irregular"
"111",527,381904,4719769,91,85,80,"03/14/03 00:00:00",75,"2019-05-23T22:00:00Z",36,34,29,0,0,0,1623.37,816.9961,516.369807079288,6.54507034144863,10.7780908328937,12.7751801930653,39.2587169383426,33.6052667535821,35.6624949642358,0,0.493115861080583,0.658882734016675,0.717807103160692,0.583620686636601,0.451992345184754,100,1,26,"pura",90.6688784791276,1,26,"pura",82.3215719865407,2,26,"mixta",3,"Irregular",4,"Irregular",4,"Irregular"
"112",528,375897,4717807,91,20,60,"2004-11-03 00:00",60,"2019-04-23T22:00:00Z",1,5,5,0,0,0,5.09,25.46482,25.4648124039102,12.5,13.7,16.9799997329712,367.104978258984,149.750508450162,120.823457245078,0,0,0,0.0113787451236659,0.091679967366437,0.128381858984103,100,1,26,"pura",100,1,26,"pura",100,1,26,"pura",1,"Regular",3,"Irregular",3,"Irregular"
"113",530,375915,4716812,91,80,90,"2004-01-03 00:00",85,"2019-05-19T22:00:00Z",14,41,38,0,0,0,732.11,1694.1166,1071.64418866455,6.81830988618379,11.0092958178941,13.8877933859286,56.1169776822782,22.8469371952166,22.7719711439015,0,0.266777649007951,0.651339780924068,0.272604293748886,0.968076853695108,0.776546343930306,100,1,25,"pura",97.6828027684805,1,25,"pura",91.887259609272,1,25,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"114",532,376914,4715806,91,45,40,"2004-01-03 00:00",45,"2019-04-24T22:00:00Z",9,11,15,0,0,0,519.9,548.2006,326.515483490137,6.39702672269553,8.84397507499823,10.8096173757052,70.9775663711725,49.9967661915657,53.0025746305724,0.742283778524989,0.684709422703346,0.96981605929835,0.178059682352283,0.258579988171945,0.244005317588146,44.5731858794125,3,43,"mixta",47.6768938902565,3,43,"mixta",37.5344470483027,3,26,"mixta",3,"Irregular",4,"Irregular",5,"Irregular"
"115",534,375886,4714758,91,75,90,"2004-10-03 00:00",80,"2019-04-02T22:00:00Z",32,48,30,0,0,0,1114.07,1542.0351,548.200822584177,6.97746482927569,10.4805948473658,12.4463224045022,44.4534305918061,25.1551039235268,35.5261618566396,0,0.544851426920301,0,0.422228126439124,0.815948624290666,0.476747348577005,100,1,21,"pura",92.8857982540666,1,21,"pura",100,1,21,"pura",3,"Irregular",5,"Irregular",4,"Irregular"
"116",536,381923,4714793,91,75,80,"2005-08-03 00:00",80,"2019-05-09T22:00:00Z",30,25,26,0,1,0,848.8,392.582,376.454810037805,10.0804381065802,12.8536776513153,16.5807648489241,35.2514580929067,40.6505646246857,32.1809005130185,0.0847340479336179,0.155135049107426,0.160175019058939,0.601902526131689,0.440990751360634,0.580948328535345,95.9536818498804,1,25,"pura",93.9940922219864,1,25,"pura",95.2607506382958,1,25,"pura",4,"Irregular",5,"Irregular",6,"Irregular"
"117",537,382949,4714815,91,90,80,"2005-08-03 00:00",85,"2019-05-22T22:00:00Z",37,39,46,0,0,0,1142.37,834.68,756.870813116218,11.300626003618,12.3633802276324,16.6228794517215,27.1052415128332,28.9842420950244,22.6382078847743,0,0,0,0.544362484196595,0.606509461383152,0.695390922989091,100,1,21,"pura",100,1,21,"pura",100,1,21,"pura",3,"Irregular",3,"Irregular",3,"Irregular"
"118",539,375907,4713789,91,70,80,"2004-11-03 00:00",80,"2019-04-02T22:00:00Z",17,30,34,0,0,0,827.58,969.0772,1128.23266067324,7.38591539835673,9.86338022763242,12.2517371611847,48.7247765453374,33.7174106236315,25.1571925037536,0.690185676018804,1.02122506479388,0.934106460990768,0.37353085431401,0.601353016852653,0.738336062377549,59.5676912232556,2,26,"mixta",54.1476629070387,2,25,"mixta",45.8003749380465,3,25,"mixta",3,"Irregular",5,"Irregular",7,"Irregular"
"119",542,380917,4713787,91,65,70,"04/30/03 00:00:00",70,"2019-04-28T22:00:00Z",27,24,21,0,0,0,866.47,410.266,278.981167002838,8.93411575789548,11.0707355302631,12.9898932052548,39.3668656026492,46.1689437134467,47.7162333985707,0.516910036760594,0.552664834240115,0.5503305829152,0.468639328657927,0.352030135577353,0.351816038347249,69.8224926727775,2,21,"mixta",68.5356949738916,2,21,"mixta",66.2646019054021,2,21,"mixta",4,"Irregular",5,"Irregular",5,"Irregular"
"120",549,383915,4712820,91,85,80,"03/25/03 00:00:00",80,"2019-04-28T22:00:00Z",39,40,31,0,0,0,1082.23,786.72096,544.664043083633,10.6414710605261,14.808406911947,15.1054150823347,29.5731594922714,24.9253048133181,29.3671743493975,0.677904940439938,0.811632489015376,0.8807962040829,0.651152062021109,0.673045012731697,0.572289725609154,84.4694273345058,2,21,"mixta",80.9939521848472,2,21,"mixta",78.4236054022519,2,21,"mixta",3,"Irregular",5,"Irregular",5,"Irregular"
"121",553,376886,4710778,91,80,75,"04/23/03 00:00:00",75,"2019-04-15T22:00:00Z",26,26,26,0,0,0,894.76,640.1568,429.082089005886,8.91471060526129,13.6976527263136,16.3873050958795,38.8238542844754,29.8723813711525,30.4987082526298,1.12542498046391,1.13210006802594,0.99018515129524,0.524462590599688,0.61721217246909,0.631419354842379,64.2835478014843,2,25,"mixta",63.4895370457463,3,25,"mixta",69.9148244687165,3,25,"mixta",5,"Irregular",6,"Irregular",7,"Irregular"
"122",555,376889,4709803,91,50,80,"05/22/03 00:00:00",70,"2019-04-15T22:00:00Z",1,3,13,0,0,0,127.32,95.493,785.165049120562,3,6.83333333333333,9.76782469969978,305.836706665439,155.038944528392,37.8251659173998,0,0.636514168294813,0.520023449600423,0.0179903402047585,0.0583280350240417,0.333469432558087,100,1,26,"pura",63.2691066140438,2,26,"mixta",53.288334940758,3,43,"mixta",1,"Regular",2,"Regular",5,"Irregular"
"123",557,375873,4708781,91,75,80,"05/22/03 00:00:00",75,"2019-05-05T22:00:00Z",17,31,30,0,0,0,541.12,827.606,548.200822584176,7.5,11.2073553026306,12.7599060634625,59.3404891287906,32.1102895974876,34.6530814618145,0,0,0,0.253489012561469,0.582978635827109,0.52385116217103,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",2,"Regular",3,"Irregular",5,"Irregular"
"124",576,345836,4697773,91,90,70,"05/14/03 00:00:00",85,"2019-03-06T23:00:00Z",7,35,30,0,0,0,509.29,1329.8285,565.884720086893,4.79577471545948,10.7652582384865,12.6639436961564,95.6572364895539,26.3716259892856,34.3657814183714,0,0,0,0.184580711268746,0.818724456476092,0.587030385680289,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",2,"Regular",4,"Irregular",4,"Irregular"
"125",578,346837,4696847,91,40,50,"2005-08-03 00:00",48,"2019-05-26T22:00:00Z",3,14,19,0,0,1,286.47,374.8985,307.699816547247,3.6591549430919,7.48716740559278,11.1405007991932,167.162479546173,71.4142341421322,52.9774250017875,0,0,0.332594214311893,0.0768489455878603,0.300603199421653,0.353416749900939,100,1,25,"pura",100,1,25,"pura",96.0520241559947,1,25,"pura",2,"Regular",4,"Irregular",6,"Irregular"
"126",581,347913,4706774,91,70,70,"05/19/03 00:00:00",70,"2019-04-22T22:00:00Z",16,38,38,0,0,1,604.77,1075.1806,611.862853593952,7.43239448782706,10.1414710605261,12.6670111884056,56.6415730105202,31.1327520360882,33.0413649646321,0.658109987543114,0.547412537257418,1.01298437222147,0.24811096006794,0.717172066091039,0.665271762414737,56.8733827135248,2,21,"mixta",66.7433103897439,2,21,"mixta",56.0669371558849,2,25,"mixta",3,"Irregular",5,"Irregular",6,"Irregular"
"127",599,347828,4694857,91,70,80,"05/27/03 00:00:00",80,"2019-05-27T22:00:00Z",11,30,35,0,0,0,427.93,636.6198,574.514462068217,5.51283259440722,11.5561816657874,12.3590147612253,90.7816363309689,35.5062451078761,34.9482025762471,0.145165078194685,0.942413763533671,1.10323345854726,0.194013952861029,0.534285267838837,0.603802726591542,88.3750608609915,2,25,"mixta",58.3962391680263,2,25,"mixta",60.5719858390729,2,25,"mixta",4,"Irregular",4,"Irregular",6,"Irregular"
"128",602,347874,4692812,91,60,70,"04/15/03 00:00:00",70,"2019-05-29T22:00:00Z",9,24,27,0,0,3,572.95,551.7371,410.266422062997,5.63661977236758,9.34923312157981,11.8560248691842,76.7329820711064,47.1429869004103,43.1109000101058,0,0.357627259246796,0,0.241669744526283,0.467409838144528,0.492044650404604,100,1,25,"pura",91.1779956182252,1,25,"pura",100,1,25,"pura",3,"Irregular",4,"Irregular",4,"Irregular"
"129",623,383887,4701819,91,50,45,"2005-05-03 00:00",45,"2019-03-14T23:00:00Z",22,10,7,0,0,0,319.84,132.41696,35.6507373654742,9.60105160931632,11.7837496753148,14.142857006618,60.2939845804812,76.3490897008969,122.599237557912,0,0,0,0.40911044484815,0.226823803703866,0.0994644416156666,100,1,26,"pura",100,1,26,"pura",100,1,26,"pura",6,"Irregular",5,"Irregular",3,"Irregular"
"130",627,383918,4700770,91,70,70,"2005-06-03 00:00",90,"2019-03-14T23:00:00Z",54,23,16,0,0,1,1223.69,316.32916,148.827681382852,12.0561816657874,14.4712990294717,16.6489056765837,24.5478629071613,40.2237027269531,50.9719944751004,0,0,0,0.996106575842595,0.416620672098885,0.323911211189061,100,1,26,"pura",100,1,26,"pura",100,1,26,"pura",5,"Irregular",5,"Irregular",5,"Irregular"
