"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Quality","VCC_m3_ha_IFN2","VCC_total_IFN2","Porc_VCC_IFN2","VCC_m3_ha_IFN3","VCC_total_IFN3","Porc_VCC_IFN3","VCC_m3_ha_IFN4","VCC_total_IFN4","Porc_VCC_IFN4"
1086,42.745093,-4.62625,"N","N","A","1",3,NA,NA,NA,16.4884775691113,26.0787310876802,63.225766290832,15.1125319692081,42.2676848029292,35.7543405551296
1087,42.735387,-4.674859,"N","N",NA,NA,2,NA,NA,NA,38.1057848607412,39.7863210034417,95.7760956521838,NA,NA,NA
1087,42.735387,-4.674859,"N","N",NA,NA,3,NA,NA,NA,1.68053614270049,39.7863210034417,4.22390434781622,NA,NA,NA
1088,42.726026,-4.699035,"N","N",NA,NA,2,NA,NA,NA,14.6736528516275,14.6736528516275,100,NA,NA,NA
1089,42.715148,-4.820857,"N","N",NA,NA,2,NA,NA,NA,8.16417429888382,13.6519534503173,59.8022424306908,NA,NA,NA
1089,42.715148,-4.820857,"N","N",NA,NA,3,NA,NA,NA,3.36176620095287,13.6519534503173,24.624799763544,NA,NA,NA
1089,42.715148,-4.820857,"N","N",NA,NA,4,NA,NA,NA,2.12601295048062,13.6519534503173,15.5729578057652,NA,NA,NA
1090,42.717205,-4.686582,"N","N",NA,NA,2,NA,NA,NA,12.5165049501463,12.5165049501463,100,NA,NA,NA
1091,42.70856,-4.661927,"N","N","A","1",2,NA,NA,NA,46.093111350555,58.370549660683,78.9663822227157,57.4665474579213,66.7299708817761,86.1180466566267
1091,42.70856,-4.661927,"N","N","A","1",3,NA,NA,NA,12.277438310128,58.370549660683,21.0336177772843,9.26342342385477,66.7299708817761,13.8819533433733
1093,42.699735,-4.649483,"N","N",NA,NA,2,NA,NA,NA,11.9668378893876,11.9668378893876,100,NA,NA,NA
1098,42.829326,-4.383768,"N","N",NA,NA,2,NA,NA,NA,39.9741767464668,42.4110808407172,94.2540863238014,NA,NA,NA
1098,42.829326,-4.383768,"N","N",NA,NA,3,NA,NA,NA,2.43690409425042,42.4110808407172,5.74591367619861,NA,NA,NA
1099,42.82135558,-4.29804241,NA,NA,"A","4C",2,NA,NA,NA,NA,NA,NA,3.6947074155661,14.0116742569842,26.3687789753209
1099,42.82135558,-4.29804241,NA,NA,"A","4C",3,NA,NA,NA,NA,NA,NA,10.3169668414181,14.0116742569842,73.6312210246791
1100,42.810566,-4.444504,"N","N","A","1",2,NA,NA,NA,36.8140503091148,46.5279844072,79.122383610965,NA,NA,NA
1100,42.810566,-4.444504,"N","N","A","1",3,NA,NA,NA,9.71393409808524,46.5279844072,20.877616389035,84.1214180317915,96.8608235898514,86.8477212087275
1100,42.810566,-4.444504,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,12.7394055580599,96.8608235898514,13.1522787912725
1101,42.811321,-4.383367,"N","N","A","1",2,NA,NA,NA,2.97566840478761,5.36137553694422,55.5019581128544,NA,NA,NA
1101,42.811321,-4.383367,"N","N","A","1",3,NA,NA,NA,2.38570713215662,5.36137553694422,44.4980418871456,2.59298070235714,5.04147817309552,51.4329451269848
1101,42.811321,-4.383367,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,2.44849747073838,5.04147817309552,48.5670548730152
1105,42.784015,-4.40721,"N","N","A","1",2,NA,NA,NA,2.07550778187279,2.07550778187279,100,5.64464140314904,5.64464140314904,100
1110,42.738078,-4.479469,"N","N",NA,NA,2,NA,NA,NA,126.087633570414,131.701474047105,95.7374505355317,NA,NA,NA
1110,42.738078,-4.479469,"N","N",NA,NA,3,NA,NA,NA,5.61384047669181,131.701474047105,4.26254946446834,NA,NA,NA
1112,42.7229867,-4.23492091,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,17.6319621126455,17.6319621126455,100
1113,42.723228,-4.210417,"N","N","A","1",2,NA,NA,NA,73.3893268233065,103.953327503115,70.5983431084564,78.2016404558484,105.167534976613,74.3591075641726
1113,42.723228,-4.210417,"N","N","A","1",3,NA,NA,NA,30.5640006798086,103.953327503115,29.4016568915436,26.9658945207644,105.167534976613,25.6408924358274
1117,42.692908,-4.490604,"N","N","A","1",2,NA,NA,NA,10.018584387491,10.018584387491,100,14.2834390545895,22.3598011874537,63.8799913060233
1117,42.692908,-4.490604,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,8.07636213286421,22.3598011874537,36.1200086939768
1120,42.813769,-4.163255,"N","N",NA,NA,2,NA,NA,NA,8.39040541105168,8.39040541105168,100,NA,NA,NA
1121,42.805487,-4.089721,"N","N",NA,NA,2,NA,NA,NA,33.0211620152157,33.0211620152157,100,NA,NA,NA
1122,42.787125,-4.126078,"N","N","A","1",2,NA,NA,NA,44.9432805486933,80.6599607082883,55.7194426504042,60.0325465221186,139.359336860992,43.0775202252863
1122,42.787125,-4.126078,"N","N","A","1",3,NA,NA,NA,35.716680159595,80.6599607082883,44.2805573495957,76.6000470967593,139.359336860992,54.9658521790803
1122,42.787125,-4.126078,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,2.72674324211385,139.359336860992,1.95662759563338
1123,42.75063966,-4.17437398,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,6.82400936894972,35.4068311198608,19.2731434955271
1123,42.75063966,-4.17437398,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,28.5828217509111,35.4068311198608,80.7268565044729
1126,42.656416,-4.526333,"N","N","A","1",2,NA,NA,NA,1.04584405500364,1.04584405500364,100,6.1346457030775,6.1346457030775,100
1127,42.647251,-4.538308,"N","N","A","1",2,NA,NA,NA,1.56616103439693,4.5444083858824,34.4634747014012,2.52120804504943,5.50456528474985,45.8021281359733
1127,42.647251,-4.538308,"N","N","A","1",3,NA,NA,NA,2.97824735148547,4.5444083858824,65.5365252985988,2.98335723970042,5.50456528474985,54.1978718640267
1130,42.61142266,-4.52531823,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,12.8512157924011,12.8512157924011,100
1132,42.591182,-4.683179,"N","N",NA,NA,2,NA,NA,NA,5.29521546372069,5.29521546372069,100,NA,NA,NA
1133,42.59190542,-4.63453351,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,6.90024634239821,9.23932379203719,74.6834562540726
1133,42.59190542,-4.63453351,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,2.33907744963898,9.23932379203719,25.3165437459274
1134,42.580707,-4.780382,"N","N","A","1",3,NA,NA,NA,17.8015908029912,29.3307034376826,60.6926828086935,45.0266701579147,70.7688406728175,63.6249933301643
1134,42.580707,-4.780382,"N","N","A","1",4,NA,NA,NA,11.5291126346913,29.3307034376826,39.3073171913065,20.4657134581168,70.7688406728175,28.9191023387469
1134,42.580707,-4.780382,"N","N","A","1",5,NA,NA,NA,NA,NA,NA,5.27645705678593,70.7688406728175,7.4559043310888
1135,42.573534,-4.658336,"N","N",NA,NA,2,NA,NA,NA,1.32844721139488,8.63823448561688,15.3786889393523,NA,NA,NA
1135,42.573534,-4.658336,"N","N",NA,NA,3,NA,NA,NA,7.309787274222,8.63823448561688,84.6213110606477,NA,NA,NA
1137,42.563266,-4.743339,"N","N","A","1",2,NA,NA,NA,71.4314380811551,79.666214786034,89.6634015724285,38.7330884556179,92.2303874333814,41.9960162084271
1137,42.563266,-4.743339,"N","N","A","1",3,NA,NA,NA,8.23477670487893,79.666214786034,10.3365984275715,51.1082204031752,92.2303874333814,55.4136460069529
1137,42.563266,-4.743339,"N","N","A","1",5,NA,NA,NA,NA,NA,NA,2.38907857458828,92.2303874333814,2.59033778461998
1138,42.554815,-4.706563,"N","N",NA,NA,2,NA,NA,NA,7.6204596329967,7.6204596329967,100,NA,NA,NA
1139,42.546528,-4.657621,"N","N",NA,NA,2,NA,NA,NA,16.6758888807997,16.6758888807997,100,NA,NA,NA
1140,42.536811,-4.706072,"N","N","A","1",2,NA,NA,NA,7.02924393647202,13.8177777636156,50.8710159963721,24.2440274647999,44.2749031703236,54.7579457633915
1140,42.536811,-4.706072,"N","N","A","1",3,NA,NA,NA,6.78853382714356,13.8177777636156,49.1289840036279,20.0308757055237,44.2749031703236,45.2420542366085
1141,42.53839,-4.596519,"N","N","A","1",2,NA,NA,NA,8.96678567407875,11.3061952699097,79.3086043537824,9.53015534975287,29.2338709169912,32.5997038736795
1141,42.53839,-4.596519,"N","N","A","1",3,NA,NA,NA,2.33940959583096,11.3061952699097,20.6913956462176,14.6281061797409,29.2338709169912,50.0382115706708
1141,42.53839,-4.596519,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,5.07560938749749,29.2338709169912,17.3620845556496
1142,42.528347,-4.669316,"N","N","A","1",2,NA,NA,NA,21.3325269663528,28.7683095695834,74.1528692005859,35.7983560678054,60.9376577003806,58.745868185186
1142,42.528347,-4.669316,"N","N","A","1",3,NA,NA,NA,7.43578260323059,28.7683095695834,25.8471307994141,17.0355103744015,60.9376577003806,27.9556369858554
1142,42.528347,-4.669316,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,4.86436028503292,60.9376577003806,7.98251929693475
1142,42.528347,-4.669316,"N","N","A","1",5,NA,NA,NA,NA,NA,NA,3.23943097314071,60.9376577003806,5.3159755320239
1143,42.529046,-4.620632,"N","N",NA,NA,2,NA,NA,NA,3.66494363514748,3.66494363514748,100,NA,NA,NA
1146,42.666215,-4.465561,"N","N","A","1",2,NA,NA,NA,1.34069259271637,1.34069259271637,100,6.04575738858046,7.46763714490651,80.9594423411979
1146,42.666215,-4.465561,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,1.42187975632605,7.46763714490651,19.0405576588021
1148,42.650267,-4.294396,"N","N",NA,NA,2,NA,NA,NA,22.4969268117051,27.3944567261639,82.1221863845861,NA,NA,NA
1148,42.650267,-4.294396,"N","N",NA,NA,3,NA,NA,NA,4.8975299144588,27.3944567261639,17.8778136154139,NA,NA,NA
1154,42.540333,-4.450435,"N","N",NA,NA,2,NA,NA,NA,2.20892418756786,2.20892418756786,100,NA,NA,NA
1156,42.531635,-4.425881,"N","N",NA,NA,2,NA,NA,NA,1.28972799683948,1.28972799683948,100,NA,NA,NA
1157,42.533086,-4.30415,"N","N",NA,NA,2,NA,NA,NA,10.8556530908074,10.8556530908074,100,NA,NA,NA
1158,42.523803,-4.328306,"N","N","A","1",2,NA,NA,NA,5.5518591756541,5.5518591756541,100,NA,NA,NA
1158,42.523803,-4.328306,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,7.41711342792035,7.41711342792035,100
1160,42.51363,-4.425472,"N","N","A","1",2,NA,NA,NA,2.38624507586427,2.38624507586427,100,2.6704864868929,2.6704864868929,100
1161,42.504475,-4.437435,"N","N","A","1",2,NA,NA,NA,52.0908972119617,52.0908972119617,100,104.686597522427,113.027956808195,92.6200919477624
1161,42.504475,-4.437435,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,8.3413592857676,113.027956808195,7.37990805223759
1162,42.505796,-4.327925,"N","N",NA,NA,2,NA,NA,NA,1.04549009441021,1.04549009441021,100,NA,NA,NA
1164,42.479941,-4.887014,"N","N","A","1",2,NA,NA,NA,35.5745211960371,42.4130971570073,83.8762636558824,6.14105876549958,51.863007547441,11.8409229543468
1164,42.479941,-4.887014,"N","N","A","1",3,NA,NA,NA,2.52528601724821,42.4130971570073,5.95402407869426,24.2548334576538,51.863007547441,46.7671170737004
1164,42.479941,-4.887014,"N","N","A","1",4,NA,NA,NA,2.49352187370593,42.4130971570073,5.87913177968414,5.31711523429479,51.863007547441,10.2522308013684
1164,42.479941,-4.887014,"N","N","A","1",5,NA,NA,NA,1.81976807001615,42.4130971570073,4.29058048573915,16.1500000899928,51.863007547441,31.1397291705843
1166,42.390328,-4.86003,"N","N","A","1",2,NA,NA,NA,81.7740244429502,83.7083554241027,97.6892020260673,25.6850262437172,127.613458207491,20.1272080582245
1166,42.390328,-4.86003,"N","N","A","1",3,NA,NA,NA,1.93433098115255,83.7083554241027,2.31079797393271,101.928431963774,127.613458207491,79.8727919417755
1167,42.466874,-4.558209,"N","N","A","1",2,NA,NA,NA,66.3050060809057,66.3050060809057,100,77.5307747377582,119.130093934498,65.0807635393854
1167,42.466874,-4.558209,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,36.5366043087466,119.130093934498,30.669500125498
1167,42.466874,-4.558209,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,5.06271488799282,119.130093934498,4.24973633511655
1176,42.49721,-4.291234,"N","N",NA,NA,2,NA,NA,NA,12.9349961531311,45.3189515740202,28.5421345902148,NA,NA,NA
1176,42.49721,-4.291234,"N","N",NA,NA,3,NA,NA,NA,32.3839554208891,45.3189515740202,71.4578654097852,NA,NA,NA
1177,42.486921,-4.40053,"N","N","A","1",2,NA,NA,NA,12.0508080373629,14.0385514174171,85.8408227391034,32.8886214904704,39.8320888822651,82.5681565124087
1177,42.486921,-4.40053,"N","N","A","1",3,NA,NA,NA,1.98774338005419,14.0385514174171,14.1591772608966,6.94346739179469,39.8320888822651,17.4318434875913
1178,42.479203,-4.290864,"N","N",NA,NA,2,NA,NA,NA,21.1139920213486,21.1139920213486,100,NA,NA,NA
1300,42.75858398,-4.91997952,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,64.1717325601856,84.2802712660424,76.1408709253185
1300,42.75858398,-4.91997952,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,20.1085387058568,84.2802712660424,23.8591290746815
1301,42.71438943,-4.86976921,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,106.014702597977,251.693786961319,42.1205083676817
1301,42.71438943,-4.86976921,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,139.770762705156,251.693786961319,55.5320671171895
1301,42.71438943,-4.86976921,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,5.90832165818603,251.693786961319,2.34742451512879
1303,42.86819079,-4.82543789,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,111.970193718771,149.966971727825,74.6632357970033
1303,42.86819079,-4.82543789,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,2.72242773361788,149.966971727825,1.81535154191072
1303,42.86819079,-4.82543789,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,29.1839014008876,149.966971727825,19.4602191833636
1303,42.86819079,-4.82543789,NA,NA,"N","N",5,NA,NA,NA,NA,NA,NA,6.09044887454825,149.966971727825,4.06119347772243
1304,42.85018931,-4.82490751,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,13.1701238216376,24.545681111834,53.6555647473478
1304,42.85018931,-4.82490751,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,7.35510655786497,24.545681111834,29.9649723483081
1304,42.85018931,-4.82490751,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,1.47662939110718,24.545681111834,6.01584199020355
1304,42.85018931,-4.82490751,NA,NA,"N","N",5,NA,NA,NA,NA,NA,NA,2.54382134122427,24.545681111834,10.3636209141405
1307,42.86896095,-4.77649164,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,12.2796352904251,25.4854212808138,48.1829794183924
1307,42.86896095,-4.77649164,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,13.2057859903887,25.4854212808138,51.8170205816076
1310,42.72550467,-4.73574954,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,6.6169055076826,6.6169055076826,100
1312,42.8518917,-4.71480775,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,97.8120024788844,97.8120024788844,100
1315,42.8891492,-4.6301157,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,155.762346201976,194.339857480087,80.1494599315202
1315,42.8891492,-4.6301157,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,24.5413701732399,194.339857480087,12.6280684217104
1315,42.8891492,-4.6301157,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,14.0361411048713,194.339857480087,7.22247164676938
1318,42.91650037,-4.60633315,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,56.3669155549869,71.1814360889391,79.1876627560002
1318,42.91650037,-4.60633315,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,14.8145205339521,71.1814360889391,20.8123372439998
1319,42.94384682,-4.58252977,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,35.8757015485786,119.900004757788,29.9213512301785
1319,42.94384682,-4.58252977,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,63.8140608055527,119.900004757788,53.2227341729171
1319,42.94384682,-4.58252977,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,17.1415898536833,119.900004757788,14.296571454114
1319,42.94384682,-4.58252977,NA,NA,"N","N",5,NA,NA,NA,NA,NA,NA,3.06865254997377,119.900004757788,2.55934314279035
1325,42.91750815,-4.53284757,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,10.7778955908727,12.8969369718316,83.5694212851696
1325,42.91750815,-4.53284757,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,2.11904138095885,12.8969369718316,16.4305787148304
1326,42.80048097,-4.52995489,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,5.05642624888461,10.85402676226,46.5857175372557
1326,42.80048097,-4.52995489,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,5.79760051337543,10.85402676226,53.4142824627443
1329,42.73761863,-4.51619173,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,32.1715931591711,32.1715931591711,100
1331,42.92699649,-4.49632126,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,1.36321170623475,1.36321170623475,100
1332,42.5578875,-4.48746939,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,3.90360878787169,3.90360878787169,100
1339,42.96379041,-4.43589464,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,134.475379383801,157.920241088721,85.1539856174937
1339,42.96379041,-4.43589464,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,23.4448617049202,157.920241088721,14.8460143825063
1348,42.78462548,-4.35840368,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,4.17228101023515,7.43979529178599,56.080588868374
1348,42.78462548,-4.35840368,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,1.80134517250484,7.43979529178599,24.2122948529732
1348,42.78462548,-4.35840368,NA,NA,"N","N",5,NA,NA,NA,NA,NA,NA,1.466169109046,7.43979529178599,19.7071162786528
1354,42.83922226,-4.31065297,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,50.8888130841435,52.132767046952,97.6138731295651
1354,42.83922226,-4.31065297,NA,NA,"N","N",5,NA,NA,NA,NA,NA,NA,1.24395396280853,52.132767046952,2.38612687043485
1370,42.74099354,-4.23527826,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,3.96185116105263,7.36336944966084,53.8048672980155
1370,42.74099354,-4.23527826,NA,NA,"N","N",4,NA,NA,NA,NA,NA,NA,3.40151828860821,7.36336944966084,46.1951327019845
1372,42.72311773,-4.22270976,NA,NA,"N","N",2,NA,NA,NA,NA,NA,NA,5.38861486540043,18.0690702026205,29.8223140702555
1372,42.72311773,-4.22270976,NA,NA,"N","N",3,NA,NA,NA,NA,NA,NA,12.68045533722,18.0690702026205,70.1776859297445
