"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Quality","VCC_m3_ha_IFN2","VCC_total_IFN2","Porc_VCC_IFN2","VCC_m3_ha_IFN3","VCC_total_IFN3","Porc_VCC_IFN3","VCC_m3_ha_IFN4","VCC_total_IFN4","Porc_VCC_IFN4"
409,42.543148,-4.876739,"A","4","A","1",3,NA,NA,NA,3.83763948079764,152.479266105634,2.51682709315968,118.352837481454,218.638765794329,54.1316801947134
409,42.543148,-4.876739,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,17.0051452484492,218.638765794329,7.77773565756667
409,42.543148,-4.876739,"A","4","A","1",5,NA,NA,NA,NA,NA,NA,17.52579649499,218.638765794329,8.0158687464767
410,42.543346,-4.864567,"A","4","A","1",2,154.763898741327,154.763898741327,100,148.121452389743,148.121452389743,100,234.107347643935,308.751928127843,75.8237686363531
410,42.543346,-4.864567,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,72.0711104070001,308.751928127843,23.3427239933407
410,42.543346,-4.864567,"A","4","A","1",5,NA,NA,NA,NA,NA,NA,2.57347007690791,308.751928127843,0.833507370306146
413,42.524946,-4.888369,"A","1",NA,NA,2,4.42528329193606,4.42528329193606,100,94.8521493437591,94.8521493437591,100,NA,NA,NA
414,42.525344,-4.864031,"A","1",NA,NA,2,11.771856146831,12.6755408803549,92.8706416392496,79.8237899925286,80.9805249358216,98.5715887317231,NA,NA,NA
414,42.525344,-4.864031,"A","1",NA,NA,3,0.903684733523921,12.6755408803549,7.12935836075044,1.15673494329303,80.9805249358216,1.42841126827687,NA,NA,NA
415,42.515945,-4.888098,"A","1",NA,NA,2,1.41081385421992,1.41081385421992,100,59.383939051898,59.383939051898,100,NA,NA,NA
417,42.507342,-4.863496,"A","4","A","1",2,11.0629927372303,11.0629927372303,100,115.425238082871,117.782428893357,97.9986906089187,45.1691148119188,191.124846945716,23.633303326986
417,42.507342,-4.863496,"A","4","A","1",3,NA,NA,NA,2.35719081048636,117.782428893357,2.00130939108126,140.544596836145,191.124846945716,73.5354921571568
417,42.507342,-4.863496,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,5.41113529765217,191.124846945716,2.83120451585715
419,42.663374,-4.672924,"A","1",NA,NA,2,3.98407019627386,3.98407019627386,100,15.7416511332385,15.7416511332385,100,NA,NA,NA
420,42.663552,-4.660727,"A","3E","A","1",2,16.817194762545,16.817194762545,100,110.581689139506,110.581689139506,100,98.5163677513559,117.498601077243,83.8447154673715
420,42.663552,-4.660727,"A","3E","A","1",3,NA,NA,NA,NA,NA,NA,18.9822333258867,117.498601077243,16.1552845326285
422,42.66459,-4.587543,"A","1",NA,NA,3,3.75035205042799,3.75035205042799,100,3.81463840842199,5.96756552081241,63.9228575726251,NA,NA,NA
422,42.66459,-4.587543,"A","1",NA,NA,4,NA,NA,NA,2.15292711239041,5.96756552081241,36.0771424273749,NA,NA,NA
423,42.664758,-4.575345,"A","1",NA,NA,2,48.9549502460995,55.8628691627044,87.6341494446246,66.5682688700835,76.3656077270506,87.1704826968899,NA,NA,NA
423,42.664758,-4.575345,"A","1",NA,NA,3,6.90791891660493,55.8628691627044,12.3658505553754,9.79733885696714,76.3656077270506,12.8295173031101,NA,NA,NA
426,42.65328,-4.745852,"A","3E",NA,NA,2,NA,NA,NA,53.696869971179,53.696869971179,100,NA,NA,NA
428,42.65455,-4.660488,"A","1",NA,NA,2,100.919147108376,102.32758408538,98.6235998928414,162.427313729702,162.427313729702,100,NA,NA,NA
428,42.65455,-4.660488,"A","1",NA,NA,3,1.40843697700401,102.32758408538,1.37640010715863,NA,NA,NA,NA,NA,NA
429,42.655075,-4.623901,"A","4",NA,NA,2,147.558228534628,147.558228534628,100,17.7750256501878,19.3303259512681,91.9540916950844,NA,NA,NA
429,42.655075,-4.623901,"A","4",NA,NA,3,NA,NA,NA,1.55530030108034,19.3303259512681,8.04590830491564,NA,NA,NA
430,42.655587,-4.587314,"A","1",NA,NA,2,109.673255701713,112.621535809991,97.3821346982415,85.311363303569,92.0501413343123,92.6792311961053,NA,NA,NA
430,42.655587,-4.587314,"A","1",NA,NA,3,2.9482801082773,112.621535809991,2.61786530175853,6.73877803074333,92.0501413343123,7.32076880389472,NA,NA,NA
432,42.655923,-4.562922,"A","1",NA,NA,2,14.8527989065296,14.8527989065296,100,94.8905102828537,102.71887720111,92.378842982357,NA,NA,NA
432,42.655923,-4.562922,"A","1",NA,NA,3,NA,NA,NA,7.8283669182565,102.71887720111,7.62115701764299,NA,NA,NA
434,42.643716,-4.782178,"A","3E","A","1",2,NA,NA,NA,122.687769920216,137.058028886927,89.5152009091231,102.873924814797,179.691222802051,57.2503894239304
434,42.643716,-4.782178,"A","3E","A","1",3,NA,NA,NA,14.3702589667103,137.058028886927,10.4847990908769,72.0674888496647,179.691222802051,40.1062932990637
434,42.643716,-4.782178,"A","3E","A","1",4,NA,NA,NA,NA,NA,NA,4.74980913758987,179.691222802051,2.64331727700595
435,42.643905,-4.769986,"A","1",NA,NA,2,196.584655001827,208.754887000654,94.170085225938,163.466760321877,175.116417617822,93.3474785206211,NA,NA,NA
435,42.643905,-4.769986,"A","1",NA,NA,3,7.93750135986154,208.754887000654,3.80230684603646,11.6496572959444,175.116417617822,6.65252147937889,NA,NA,NA
435,42.643905,-4.769986,"A","1",NA,NA,5,4.23273063896599,208.754887000654,2.02760792802553,NA,NA,NA,NA,NA,NA
437,42.644279,-4.7456,"A","1",NA,NA,2,27.6813196900718,27.6813196900718,100,132.402120792046,132.402120792046,100,NA,NA,NA
438,42.644464,-4.733407,"A","1",NA,NA,2,42.0821907763674,42.0821907763674,100,88.9349422153292,88.9349422153292,100,NA,NA,NA
440,42.646585,-4.587085,"A","1",NA,NA,2,71.8457893988118,91.0688487126898,78.8917290757411,123.283568218069,149.936749974246,82.2237164932845,NA,NA,NA
440,42.646585,-4.587085,"A","1",NA,NA,3,19.223059313878,91.0688487126898,21.1082709242589,19.4953473455624,149.936749974246,13.0023809032215,NA,NA,NA
440,42.646585,-4.587085,"A","1",NA,NA,4,NA,NA,NA,7.1578344106149,149.936749974246,4.77390260349404,NA,NA,NA
442,42.634524,-4.794112,NA,NA,"A","1",2,10.84665173286,10.84665173286,100,NA,NA,NA,19.3883512574717,23.7739733721167,81.5528433299726
442,42.634524,-4.794112,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,2.31644458003749,23.7739733721167,9.74361560762213
442,42.634524,-4.794112,NA,NA,"A","1",4,NA,NA,NA,NA,NA,NA,2.06917753460747,23.7739733721167,8.70354106240527
443,42.634714,-4.781921,"A","1",NA,NA,2,113.959564042856,113.959564042856,100,216.566461140627,216.566461140627,100,NA,NA,NA
444,42.635463,-4.733158,"A","4","A","1",2,18.6471660840754,18.6471660840754,100,95.6905026043051,95.6905026043051,100,137.654255109271,141.553862241014,97.2451425414993
444,42.635463,-4.733158,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,3.89960713174234,141.553862241014,2.75485745850068
445,42.63619,-4.684392,"A","4","A","1",2,46.6938947614289,46.6938947614289,100,NA,NA,NA,7.49675240006227,10.6446431083169,70.4274659448645
445,42.63619,-4.684392,"A","4","A","1",3,NA,NA,NA,2.71216999555853,2.71216999555853,100,3.14789070825466,10.6446431083169,29.5725340551355
446,42.636722,-4.647817,"A","1",NA,NA,2,125.859062908169,125.859062908169,100,80.0152424250609,99.9524898363157,80.0532758674602,NA,NA,NA
446,42.636722,-4.647817,"A","1",NA,NA,3,NA,NA,NA,19.9372474112547,99.9524898363157,19.9467241325398,NA,NA,NA
447,42.637919,-4.562471,"A","1",NA,NA,2,28.4322193787567,30.4551627901943,93.3576338915882,35.5399359780768,59.7714869971691,59.4596818040683,NA,NA,NA
447,42.637919,-4.562471,"A","1",NA,NA,3,2.02294341143752,30.4551627901943,6.64236610841186,16.1923108747921,59.7714869971691,27.0903597823473,NA,NA,NA
447,42.637919,-4.562471,"A","1",NA,NA,4,NA,NA,NA,8.03924014430024,59.7714869971691,13.4499584135844,NA,NA,NA
448,42.638084,-4.550278,"A","4","A","1",2,40.1705556381186,40.1705556381186,100,46.7166797102338,64.3253661631985,72.6255946864102,112.035852004394,125.678926758164,89.1445009074414
448,42.638084,-4.550278,"A","4","A","1",3,NA,NA,NA,17.6086864529647,64.3253661631985,27.3744053135898,12.6133020530197,125.678926758164,10.0361312579401
448,42.638084,-4.550278,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,1.02977270075022,125.678926758164,0.819367834618565
449,42.625523,-4.793853,"A","4","A","1",2,2.05012272123838,2.05012272123838,100,65.6027762747979,65.6027762747979,100,148.212045273756,148.212045273756,100
450,42.626461,-4.732908,"A","1",NA,NA,2,44.1775628203776,44.1775628203776,100,183.697645420038,183.697645420038,100,NA,NA,NA
451,42.626645,-4.720718,"A","1",NA,NA,2,106.010954784527,109.196828264516,97.0824487023821,208.111789458704,215.784910986626,96.4440880074336,NA,NA,NA
451,42.626645,-4.720718,"A","1",NA,NA,3,3.185873479989,109.196828264516,2.91755129761791,7.67312152792225,215.784910986626,3.55591199256644,NA,NA,NA
455,42.628916,-4.562246,"A","4","A","1",2,24.9475818863188,28.8849431880349,86.3688106426774,53.7071329185293,59.6728402169617,90.0026422795665,58.3951953731967,129.907318110527,44.9514286204517
455,42.628916,-4.562246,"A","4","A","1",3,3.93736130171609,28.8849431880349,13.6311893573226,5.96570729843239,59.6728402169617,9.99735772043354,71.5121227373302,129.907318110527,55.0485713795482
456,42.629082,-4.550055,"A","4","A","1",2,40.7079225130817,40.7079225130817,100,111.195199614137,152.319642539654,73.0012214840832,119.05702635902,148.266688648147,80.2992414847514
456,42.629082,-4.550055,"A","4","A","1",3,NA,NA,NA,40.0340469456038,152.319642539654,26.2829181306551,20.4108176591363,148.266688648147,13.766286847866
456,42.629082,-4.550055,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,8.79884462999078,148.266688648147,5.93447166738266
456,42.629082,-4.550055,"A","4","A","1",5,NA,NA,NA,1.09039597991347,152.319642539654,0.715860385261607,NA,NA,NA
457,42.617089,-4.757033,NA,NA,NA,NA,2,2.69347641564255,2.69347641564255,100,NA,NA,NA,NA,NA,NA
459,42.618893,-4.635154,"A","4","A","1",2,NA,NA,NA,NA,NA,NA,3.56720083458265,4.86247233401055,73.3618741567304
459,42.618893,-4.635154,"A","4","A","1",3,3.06953515089902,3.06953515089902,100,NA,NA,NA,NA,NA,NA
459,42.618893,-4.635154,"A","4","A","1",4,NA,NA,NA,1.37330626997711,1.37330626997711,100,1.2952714994279,4.86247233401055,26.6381258432696
460,42.619747,-4.57421,"A","1",NA,NA,2,3.08372348621648,20.0947585295905,15.3459096394493,9.49654308807648,25.9257980418303,36.6297040220485,NA,NA,NA
460,42.619747,-4.57421,"A","1",NA,NA,3,17.011035043374,20.0947585295905,84.6540903605507,16.4292549537538,25.9257980418303,63.3702959779515,NA,NA,NA
462,42.62008,-4.549832,"A","1",NA,NA,2,90.8113007145544,90.8113007145544,100,124.917750306755,138.248702030285,90.3572680772011,NA,NA,NA
462,42.62008,-4.549832,"A","1",NA,NA,3,NA,NA,NA,10.4999290606016,138.248702030285,7.59495670223472,NA,NA,NA
462,42.62008,-4.549832,"A","1",NA,NA,4,NA,NA,NA,2.83102266292774,138.248702030285,2.04777522056415,NA,NA,NA
464,42.606747,-4.842076,"A","4C","A","4",2,NA,NA,NA,24.8615382744648,24.8615382744648,100,55.1130777182951,113.120527818715,48.7206688131956
464,42.606747,-4.842076,"A","4C","A","4",3,NA,NA,NA,NA,NA,NA,58.0074501004203,113.120527818715,51.2793311868044
466,42.610745,-4.573983,"A","4","A","1",2,73.0681922559,73.0681922559,100,128.642507198938,131.151356966903,98.0870577125646,130.058866645121,149.031401600894,87.2694380164378
466,42.610745,-4.573983,"A","4","A","1",3,NA,NA,NA,2.50884976796522,131.151356966903,1.91294228743538,18.9725349557733,149.031401600894,12.7305619835622
467,42.611077,-4.549608,"A","1","A","4",2,12.0683617325999,12.0683617325999,100,99.325394603098,108.668770157042,91.4019680719298,33.017813194654,134.457505710766,24.556318384843
467,42.611077,-4.549608,"A","1","A","4",3,NA,NA,NA,9.3433755539437,108.668770157042,8.59803192807023,86.036493642045,134.457505710766,63.9878697639386
467,42.611077,-4.549608,"A","1","A","4",4,NA,NA,NA,NA,NA,NA,15.4031988740667,134.457505710766,11.4558118512185
469,42.597746,-4.841811,"A","1",NA,NA,2,55.3501363651664,55.3501363651664,100,146.308607559751,148.700935537541,98.3911816229392,NA,NA,NA
469,42.597746,-4.841811,"A","1",NA,NA,3,NA,NA,NA,2.39232797778924,148.700935537541,1.60881837706077,NA,NA,NA
471,42.598709,-4.780894,"A","1",NA,NA,2,50.8557910189967,50.8557910189967,100,85.4946429529348,89.4370063862869,95.5920221476056,NA,NA,NA
471,42.598709,-4.780894,"A","1",NA,NA,3,NA,NA,NA,3.9423634333521,89.4370063862869,4.40797785239441,NA,NA,NA
474,42.602239,-4.537199,"A","4","A","1",2,62.7448156000617,62.7448156000617,100,45.0383909060653,45.0383909060653,100,28.4990199383714,75.8044862148867,37.5954265524389
474,42.602239,-4.537199,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,43.3179794612675,75.8044862148867,57.1443480778591
474,42.602239,-4.537199,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,3.98748681524777,75.8044862148867,5.26022536970206
476,42.590271,-4.744092,"A","1","A","4",2,94.1469180950584,94.1469180950584,100,223.946575235218,227.342050453118,98.5064464707993,153.56263489442,185.670896824213,82.7068956530152
476,42.590271,-4.744092,"A","1","A","4",3,NA,NA,NA,3.39547521789973,227.342050453118,1.49355352920068,32.1082619297936,185.670896824213,17.2931043469848
477,42.590639,-4.719727,"A","1",NA,NA,2,27.8722632101728,27.8722632101728,100,125.982660275115,125.982660275115,100,NA,NA,NA
480,42.593073,-4.549162,"A","1",NA,NA,2,46.4665651275371,46.4665651275371,100,75.1397319860243,87.6703444303263,85.7071253389904,NA,NA,NA
480,42.593073,-4.549162,"A","1",NA,NA,3,NA,NA,NA,9.65239079145092,87.6703444303263,11.0098698187754,NA,NA,NA
480,42.593073,-4.549162,"A","1",NA,NA,4,NA,NA,NA,2.87822165285107,87.6703444303263,3.28300484223427,NA,NA,NA
481,42.593237,-4.536978,"A","1",NA,NA,2,16.9115622610369,16.9115622610369,100,29.4872739874408,29.4872739874408,100,NA,NA,NA
483,42.58407,-4.548939,"A","4",NA,NA,2,5.75051555756499,5.75051555756499,100,91.1696785052454,92.3791211093521,98.6907835996025,NA,NA,NA
483,42.58407,-4.548939,"A","4",NA,NA,3,NA,NA,NA,1.20944260410666,92.3791211093521,1.30921640039745,NA,NA,NA
484,42.584234,-4.536757,"A","1",NA,NA,2,83.9208029952817,83.9208029952817,100,127.506823503129,149.780201281767,85.1292910624833,NA,NA,NA
484,42.584234,-4.536757,"A","1",NA,NA,3,NA,NA,NA,22.2733777786382,149.780201281767,14.8707089375167,NA,NA,NA
485,42.574736,-4.573077,NA,NA,NA,NA,2,121.599794072649,121.599794072649,100,NA,NA,NA,NA,NA,NA
488,42.575395,-4.524355,"A","4","A","4",2,21.8811648580382,21.8811648580382,100,98.5201438023268,100.773115711945,97.7643125413945,87.0644752881627,161.827564889887,53.8007695706257
488,42.575395,-4.524355,"A","4","A","4",3,NA,NA,NA,2.25297190961798,100.773115711945,2.23568745860552,74.763089601724,161.827564889887,46.1992304293743
489,42.563634,-4.718985,NA,NA,NA,NA,2,28.2172341626487,28.2172341626487,100,NA,NA,NA,NA,NA,NA
491,42.5659,-4.560672,"A","4",NA,NA,2,113.048173732221,113.048173732221,100,94.1506495283236,102.236102609255,92.0913915196531,NA,NA,NA
491,42.5659,-4.560672,"A","4",NA,NA,3,NA,NA,NA,8.0854530809317,102.236102609255,7.90860848034688,NA,NA,NA
492,42.56623,-4.536315,"A","4","A","1",2,2.40465513610359,2.40465513610359,100,29.3594555916107,30.9619707981087,94.8242467608171,16.9322892663267,78.3491461142801,21.6113258485667
492,42.56623,-4.536315,"A","4","A","1",3,NA,NA,NA,1.60251520649798,30.9619707981087,5.17575323918293,45.8589092321769,78.3491461142801,58.5314729088267
492,42.56623,-4.536315,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,15.5579476157765,78.3491461142801,19.8572012426066
493,42.566392,-4.524136,"A","4",NA,NA,2,4.77300884405427,4.77300884405427,100,75.5641639125182,86.9045902275881,86.9507165440039,NA,NA,NA
493,42.566392,-4.524136,"A","4",NA,NA,3,NA,NA,NA,11.3404263150699,86.9045902275881,13.0492834559962,NA,NA,NA
496,42.55739,-4.523917,"A","4","A","1",2,8.87039894180969,8.87039894180969,100,46.5792490631963,46.5792490631963,100,48.2086030006029,112.74211074192,42.7600678072793
496,42.55739,-4.523917,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,64.533507741317,112.74211074192,57.2399321927207
497,42.545263,-4.742838,"A","4","A","1",2,100.610644267025,100.610644267025,100,96.175312964721,99.1164071862911,97.0326868123435,66.5741173214397,126.918714398613,52.4541377817227
497,42.545263,-4.742838,"A","4","A","1",3,NA,NA,NA,2.94109422157009,99.1164071862911,2.96731318765646,35.2359805446973,126.918714398613,27.7626358820747
497,42.545263,-4.742838,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,15.0879015424191,126.918714398613,11.8878461808497
497,42.545263,-4.742838,"A","4","A","1",5,NA,NA,NA,NA,NA,NA,10.020714990057,126.918714398613,7.89538015535283
498,42.545448,-4.730665,"A","1",NA,NA,2,99.2719825087128,99.2719825087128,100,168.22295527097,179.015641007448,93.9710934330991,NA,NA,NA
498,42.545448,-4.730665,"A","1",NA,NA,3,NA,NA,NA,10.7926857364779,179.015641007448,6.02890656690095,NA,NA,NA
500,42.548225,-4.535873,"A","4",NA,NA,2,1.20750324382931,1.20750324382931,100,100.863312354971,100.863312354971,100,NA,NA,NA
501,42.548387,-4.523698,"A","1",NA,NA,2,9.56423901923324,9.56423901923324,100,59.9929493320933,59.9929493320933,100,NA,NA,NA
503,42.539222,-4.535652,"A","4","A","4",2,7.09131828868508,7.09131828868508,100,63.6321134032364,63.6321134032364,100,61.4668867845652,138.200540569842,44.4765892601568
503,42.539222,-4.535652,"A","4","A","4",3,NA,NA,NA,NA,NA,NA,76.7336537852772,138.200540569842,55.5234107398432
507,42.516541,-4.851597,"A","4",NA,NA,2,18.3418990823512,18.3418990823512,100,104.572253136265,108.40604106744,96.4634923539088,NA,NA,NA
507,42.516541,-4.851597,"A","4",NA,NA,3,NA,NA,NA,3.83378793117481,108.40604106744,3.53650764609124,NA,NA,NA
509,42.50754,-4.851331,"A","4","A","1",2,17.5849409110611,17.5849409110611,100,90.321918833885,90.321918833885,100,7.7010316404948,124.907734388242,6.16537612999864
509,42.50754,-4.851331,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,106.793855351452,124.907734388242,85.4981926255359
509,42.50754,-4.851331,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,10.4128473962954,124.907734388242,8.33643124446548
511,42.509806,-4.705337,NA,NA,NA,NA,2,1.95670659051734,1.95670659051734,100,NA,NA,NA,NA,NA,NA
513,42.511213,-4.607999,"A","4","A","1",2,54.3773624963111,54.3773624963111,100,120.909418564202,120.909418564202,100,105.596494361132,157.898286967698,66.8762761072476
513,42.511213,-4.607999,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,52.301792606566,157.898286967698,33.1237238927524
515,42.51143902,-4.58340482,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,3.00538911509391,3.00538911509391,100
517,42.502717,-4.57127,"A","1",NA,NA,2,6.19707493832906,6.19707493832906,100,46.4790875523438,46.4790875523438,100,NA,NA,NA
518,42.657522,-4.440955,"A","1",NA,NA,2,105.343982100096,105.343982100096,100,135.190169851951,135.190169851951,100,NA,NA,NA
520,42.657827,-4.416561,"A","4C","A","1",2,NA,NA,NA,1.02554607018147,1.02554607018147,100,7.49206294073873,13.0459463246176,57.4282827348541
520,42.657827,-4.416561,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,3.6013941411495,13.0459463246176,27.6054649585188
520,42.657827,-4.416561,"A","4C","A","1",5,NA,NA,NA,NA,NA,NA,1.95248924272942,13.0459463246176,14.9662523066271
521,42.638734,-4.501507,"A","1",NA,NA,2,208.460608644367,216.892866671467,96.11224741666,204.623043077954,204.623043077954,100,NA,NA,NA
521,42.638734,-4.501507,"A","1",NA,NA,3,8.43225802710006,216.892866671467,3.88775258333996,NA,NA,NA,NA,NA,NA
523,42.63931106,-4.4647083,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,3.08927968603229,6.7807738453724,45.5593971496424
523,42.63931106,-4.4647083,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,3.69149415934011,6.7807738453724,54.4406028503576
524,42.630048,-4.476907,"A","3E","A","1",2,151.872672548686,161.683793581446,93.9319081922592,18.2456722817014,18.2456722817014,100,55.6005937365484,67.6736183395841,82.1599245034399
524,42.630048,-4.476907,"A","3E","A","1",3,9.81112103276028,161.683793581446,6.0680918077408,NA,NA,NA,12.0730246030357,67.6736183395841,17.8400754965601
526,42.621202,-4.464505,NA,NA,NA,NA,2,11.4160475639701,11.4160475639701,100,NA,NA,NA,NA,NA,NA
531,42.584559,-4.512392,"A","1",NA,NA,2,2.80523044893481,4.70798246968757,59.5845559535605,19.8421367709407,23.226814917501,85.4277129318748,NA,NA,NA
531,42.584559,-4.512392,"A","1",NA,NA,3,1.90275202075276,4.70798246968757,40.4154440464395,3.38467814656038,23.226814917501,14.5722870681252,NA,NA,NA
535,42.576033,-4.475632,"A","1",NA,NA,2,31.3329321853392,39.1983623399698,79.9342888705063,87.1607875983256,99.1710397730898,87.889355398265,NA,NA,NA
535,42.576033,-4.475632,"A","1",NA,NA,3,7.8654301546306,39.1983623399698,20.0657111294937,12.0102521747642,99.1710397730898,12.110644601735,NA,NA,NA
538,42.576801,-4.414725,"A","1",NA,NA,2,80.7474112395826,93.1762709854134,86.6609174048438,142.346900788293,148.123333954848,96.1002544215516,NA,NA,NA
538,42.576801,-4.414725,"A","1",NA,NA,3,12.4288597458308,93.1762709854134,13.3390825951562,5.77643316655449,148.123333954848,3.89974557844836,NA,NA,NA
540,42.56703,-4.475419,"A","4","A","1",2,66.0062038769293,111.84111327725,59.017835161657,168.850718813478,175.45819861398,96.2341572792281,139.275023159779,250.007917149789,55.708245061829
540,42.56703,-4.475419,"A","4","A","1",3,42.7826711513407,111.84111327725,38.2530805512318,6.60747980050199,175.45819861398,3.76584272077186,105.902888115102,250.007917149789,42.3598137700783
540,42.56703,-4.475419,"A","4","A","1",4,3.05223824897957,111.84111327725,2.72908428711113,NA,NA,NA,3.03776231364878,250.007917149789,1.21506644600729
540,42.56703,-4.475419,"A","4","A","1",5,NA,NA,NA,NA,NA,NA,1.79224356125892,250.007917149789,0.71687472208535
541,42.567186,-4.46324,"A","4","A","1",2,85.7622679821042,122.061678604195,70.261419442053,117.492851072211,135.858666591031,86.4816754207474,40.809270417316,96.8336997175093,42.1436654143836
541,42.567186,-4.46324,"A","4","A","1",3,33.6783587943634,122.061678604195,27.5912630233204,18.3658155188202,135.858666591031,13.5183245792526,50.2787619322007,96.8336997175093,51.9227934891239
541,42.567186,-4.46324,"A","4","A","1",4,1.93486209605211,122.061678604195,1.58515114504219,NA,NA,NA,5.74566736799262,96.8336997175093,5.93354109649257
541,42.567186,-4.46324,"A","4","A","1",5,0.68618973167534,122.061678604195,0.562166389584418,NA,NA,NA,NA,NA,NA
543,42.567647,-4.426701,"A","1",NA,NA,2,124.974391747599,137.02171875123,91.2077245027825,162.278733748384,182.10027869911,89.1150386521497,NA,NA,NA
543,42.567647,-4.426701,"A","1",NA,NA,3,12.0473270036307,137.02171875123,8.79227549721749,19.8215449507258,182.10027869911,10.8849613478503,NA,NA,NA
544,42.567948,-4.402342,"A","1",NA,NA,2,131.439000140173,131.439000140173,100,109.610377132146,160.02394676506,68.4962340624375,NA,NA,NA
544,42.567948,-4.402342,"A","1",NA,NA,3,NA,NA,NA,50.413569632914,160.02394676506,31.5037659375625,NA,NA,NA
545,42.568096,-4.390162,"A","4","A","1",2,110.85342662135,116.141513177602,95.4468592568059,182.92902395258,187.596663535155,97.5118749477652,66.7375325607967,124.90880762243,53.429004592317
545,42.568096,-4.390162,"A","4","A","1",3,NA,NA,NA,4.6676395825749,187.596663535155,2.48812505223484,58.1712750616337,124.90880762243,46.570995407683
545,42.568096,-4.390162,"A","4","A","1",4,2.20392552126547,116.141513177602,1.89762080841436,NA,NA,NA,NA,NA,NA
545,42.568096,-4.390162,"A","4","A","1",5,3.08416103498603,116.141513177602,2.65551993477972,NA,NA,NA,NA,NA,NA
547,42.557551,-4.51174,"A","4","A","1",2,NA,NA,NA,72.1181623053516,72.1181623053516,100,66.4570356326404,146.708144697172,45.2988044868388
547,42.557551,-4.51174,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,72.9904563536042,146.708144697172,49.7521500965524
547,42.557551,-4.51174,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,7.26065271092707,146.708144697172,4.94904541660873
548,42.557711,-4.499562,"A","1",NA,NA,2,7.44227144893651,16.7749651183394,44.3653467916913,88.5512532469116,96.7494587630826,91.5263551641704,NA,NA,NA
548,42.557711,-4.499562,"A","1",NA,NA,3,7.30440371184937,16.7749651183394,43.5434807781732,5.188776528235,96.7494587630826,5.36310651715492,NA,NA,NA
548,42.557711,-4.499562,"A","1",NA,NA,5,2.02828995755349,16.7749651183394,12.0911724301355,3.00942898793603,96.7494587630826,3.11053831867467,NA,NA,NA
550,42.548549,-4.511522,"A","1",NA,NA,2,12.4463732385292,12.4463732385292,100,96.7447152384231,96.7447152384231,100,NA,NA,NA
552,42.549181,-4.462819,"A","4",NA,NA,2,15.0550780273679,80.5595244153656,18.6881416401415,12.3363924841481,12.3363924841481,100,NA,NA,NA
552,42.549181,-4.462819,"A","4",NA,NA,3,65.5044463879977,80.5595244153656,81.3118583598585,NA,NA,NA,NA,NA,NA
554,42.530543,-4.511088,"A","1",NA,NA,2,25.3065486765621,27.6515572000516,91.5194341261724,79.1480662750565,83.9868540098794,94.2386367582554,NA,NA,NA
554,42.530543,-4.511088,"A","1",NA,NA,3,2.34500852348948,27.6515572000516,8.48056587382755,4.83878773482289,83.9868540098794,5.7613632417446,NA,NA,NA
558,42.512698,-4.498485,NA,NA,"A","1",2,31.395658548315,42.8790837972176,73.219051733452,NA,NA,NA,NA,NA,NA
558,42.512698,-4.498485,NA,NA,"A","1",3,11.4834252489026,42.8790837972176,26.780948266548,NA,NA,NA,6.03442333883849,6.03442333883849,100
559,42.512856,-4.486317,"A","1","A","4",2,5.71039425798913,20.2464743598504,28.2043883616255,57.2920778520481,68.5915122199753,83.526483084832,41.1377522780501,63.1646687330842,65.1277891630945
559,42.512856,-4.486317,"A","1","A","4",3,7.42357319092624,20.2464743598504,36.6660044558054,2.85928858082086,68.5915122199753,4.16857492753772,20.5074570284239,63.1646687330842,32.4666580855234
559,42.512856,-4.486317,"A","1","A","4",4,5.73579540918829,20.2464743598504,28.3298479885595,NA,NA,NA,1.51945942661011,63.1646687330842,2.40555275138212
559,42.512856,-4.486317,"A","1","A","4",5,1.3767115017467,20.2464743598504,6.79975919400949,8.4401457871063,68.5915122199753,12.3049419876303,NA,NA,NA
560,42.513014,-4.474148,"A","4C","A","1",2,NA,NA,NA,22.3658881808598,25.2205294373424,88.681279417331,32.7896310506345,66.9864705093386,48.9496323680217
560,42.513014,-4.474148,"A","4C","A","1",3,NA,NA,NA,2.85464125648258,25.2205294373424,11.318720582669,29.9976735104762,66.9864705093386,44.7816899179577
