"Estadillo","lng","lat","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","IDCounty","County","Municipality","IDMunicipality","ProtectedArea","ProtectionStatus","PublicForest","Ownership","BoundMarkers","LegaDemarcated"
1026,-4.78812,42.850739,"N","N",NA,NA,3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","La Sierra","Ayto. de Velilla del Río Carrión","No","No"
1027,-4.775629,42.841929,"N","N","A","1",3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","La Sierra","Ayto. de Velilla del Río Carrión","No","No"
1031,-4.542989,42.836296,"N","N","A","1",3406,"Cervera","Dehesa de Montejo",34067,"Montaña Palentina","Parque Natural","Hayedo","E.L.M. de Dehesa de Montejo","No","No"
1036,-4.423357,42.95491,"N","N",NA,NA,3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Matacorva y Monte Alto","E.L.M. de Celada de Roblecedo","No","No"
1037,-4.459911,42.945445,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Dehesa y Quemado","E.L.M. de Verdeña","No","No"
1038,-4.471951,42.936286,"N","N",NA,NA,3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","La Loma y Ballabar","E.L.M. de Verdeña, E.L.M. de Estalaya","No","No"
1039,-4.508486,42.926805,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Acebal","E.L.M. de Vañes","No","No"
1040,-4.483986,42.927126,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Matalabada","E.L.M. de Estalaya","No","No"
1041,-4.398234,42.928205,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Corisa","E.L.M. de Herreruela de Castilleria","No","No"
1042,-4.520514,42.917641,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","La Dehesa de Villanueva","Ayto. de Cervera de Pisuerga","No","No"
1048,-4.299658,42.902352,"N","N","A","1",3407,"Aguilar","Barruelo de Santullán",34027,"","","Barbadillo","E.L.M. de Revilla de Santullan","Sí","Sí"
1050,-4.482907,42.882115,"N","N",NA,NA,3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Dehesa de Boyal","E.L.M. de Valsadornin","No","No"
1051,-4.335813,42.874921,"N","N","A","4",3407,"Aguilar","Barruelo de Santullán",34027,"","","Rebollar","E.L.M. de Bustillo de Santullan","No","No"
1053,-4.396811,42.865188,"N","N","A","1",3406,"Cervera","Mudá",34110,"","","Mataquemado y Bardales","Ayto. de Mudá","No","No"
1054,-4.323188,42.857058,"N","N",NA,NA,3407,"Aguilar","Aguilar de Campoo",34004,"","","","","",""
1055,-4.482045,42.846106,"N","N","A","1",3406,"Cervera","Dehesa de Montejo",34067,"","","Paovida","E.L.M. de Vado","No","No"
1057,-4.506294,42.836785,"N","N","A","1",3406,"Cervera","Dehesa de Montejo",34067,"","","Montes Claros","E.L.M. de Vado","Sí","Sí"
1058,-4.298336,42.839332,"N","N",NA,NA,3407,"Aguilar","Aguilar de Campoo",34004,"","","Los Vallejos","Ayto. de Aguilar de Campoo","No","No"
1059,-4.175996,42.840654,"N","N","A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","Valdelobera","E.L.M. de Canduela","No","No"
1060,-4.139293,42.841025,"N","N","A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","Mandrigo","E.L.M. de Villanueva de Henares","No","No"
1061,-4.860706,42.822567,"N","N",NA,NA,3405,"Guardo","Velilla del Río Carrión",34199,"","","","","",""
1062,-4.860166,42.804566,"N","N",NA,NA,3405,"Guardo","Guardo",34080,"","","Corcos y agregados","Ayto. de Guardo","Sí","Sí"
1064,-4.931824,42.74935,"N","N",NA,NA,3405,"Guardo","Guardo",34080,"","","","","",""
1065,-4.787601,42.832737,"N","N","A","4",3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","La Sierra","Ayto. de Velilla del Río Carrión","No","No"
1066,-4.73843,42.82449,"N","N",NA,NA,3405,"Guardo","Santibáñez de la Peña",34171,"","","Fuente la Virgen, Campanario y Peña Mañana","E.L.M. de Santibañez de la Peña","No","No"
1067,-4.701745,42.825041,"N","N",NA,NA,3405,"Guardo","Santibáñez de la Peña",34171,"","","","","",""
1068,-4.835985,42.813962,"N","N","A","4",3405,"Guardo","Velilla del Río Carrión",34199,"","","Peña Mayor","Ayto. de Velilla del Río Carrión","Sí","No"
1070,-4.774856,42.814926,"N","N","A","1",3405,"Guardo","Santibáñez de la Peña",34171,"","","Fuente la Virgen, Campanario y Peña Mañana","E.L.M. de Santibañez de la Peña","No","No"
1072,-4.823495,42.805156,"N","N","A","1",3405,"Guardo","Guardo",34080,"","","Valdecastro","Ayto. de Guardo","Sí","Sí"
1073,-4.75015,42.806301,"N","N","A","1",3405,"Guardo","Santibáñez de la Peña",34171,"","","Valcárcel","E.L.M. de Santibañez de la Peña","No","No"
1074,-4.664576,42.807577,"N","N",NA,NA,3405,"Guardo","Santibáñez de la Peña",34171,"","","Vallejas Hondas y Villalonga","E.L.M. de Tarilonte de la Peña","No","No"
1076,-4.700758,42.789036,"N","N","A","1",3405,"Guardo","Santibáñez de la Peña",34171,"","","Hoyo Espinar","E.L.M. de Pino de Viduerna","Sí","Sí"
1077,-4.627428,42.790102,"N","N",NA,NA,3406,"Cervera","Castrejónde la Peña",34049,"","","Álvaro","E.L.M. de Pison de Castrejon","No","No"
1079,-4.773827,42.778922,"N","N",NA,NA,3405,"Guardo","Santibáñez de la Peña",34171,"","","","","",""
1081,-4.749136,42.770297,"N","N",NA,NA,3405,"Guardo","Santibáñez de la Peña",34171,"","","Rozado","E.L.M. de Cornon de la Peña","No","No"
1083,-4.59007,42.763611,"N","N","A","1",3406,"Cervera","Castrejónde la Peña",34049,"","","Alto","E.L.M. de Castrejon de la Peña","Sí","Sí"
1084,-4.687559,42.753211,"N","N","A","1",3405,"Guardo","Respenda de la Peña",34151,"","","","","",""
1085,-4.846069,42.74176,"N","N",NA,NA,3405,"Guardo","Mantinos",34100,"","","Flecha y Majada de San Juan","Ayto. de Mantinos","No","No"
1086,-4.62625,42.745093,"N","N","A","1",3405,"Guardo","Respenda de la Peña",34151,"","","Cabanillas","E.L.M. de Baños de la Peña","Sí","Sí"
1087,-4.674859,42.735387,"N","N",NA,NA,3405,"Guardo","Respenda de la Peña",34151,"","","Fuenteteburo","E.L.M. de Santana de la Peña","No","No"
1088,-4.699035,42.726026,"N","N",NA,NA,3403,"Saldaña-Valdavia","Congosto de Valdavia",34062,"","","Valdemorata y Roscales","E.L.M. de Villanueva de Abajo","Sí","Sí"
1089,-4.820857,42.715148,"N","N",NA,NA,3405,"Guardo","Villalba de Guardo",34214,"","","Majadilla","Ayto. de Villalba de Guardo","No","No"
1090,-4.686582,42.717205,"N","N",NA,NA,3403,"Saldaña-Valdavia","Congosto de Valdavia",34062,"","","Valdemorata y Roscales","E.L.M. de Villanueva de Abajo","Sí","Sí"
1091,-4.661927,42.70856,"N","N","A","1",3405,"Guardo","Respenda de la Peña",34151,"","","Bardal","E.L.M. de Baños de la Peña","No","No"
1093,-4.649483,42.699735,"N","N",NA,NA,3403,"Saldaña-Valdavia","Congosto de Valdavia",34062,"","","La Rozada","Ayto. de Congosto de Valdavia","No","No"
1098,-4.383768,42.829326,"N","N",NA,NA,3407,"Aguilar","Salinas de Pisuerga",34158,"","","Abajo","E.L.M. de Salinas de Pisuerga","No","No"
1099,-4.29804241,42.82135558,NA,NA,"A","4C",3407,"Aguilar","Aguilar de Campoo",34004,"","","","","",""
1100,-4.444504,42.810566,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"","","","","",""
1101,-4.383367,42.811321,"N","N","A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","La Ruya","E.L.M. de Barrio de Santa Maria","No","No"
1105,-4.40721,42.784015,"N","N","A","1",3406,"Cervera","Cervera de Pisuerga",34056,"","","Mata y Robledillo","E.L.M. de Perazancas de Ojeda","Sí","No"
1110,-4.479469,42.738078,"N","N",NA,NA,3404,"Boedo-Ojeda","Olmos de Ojeda",34114,"","","Valdelarrasa","E.L.M. de Quintanatello de Ojeda","No","No"
1112,-4.23492091,42.7229867,NA,NA,"A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","Valseca","E.L.M. de Villacibio","No","No"
1113,-4.210417,42.723228,"N","N","A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","El Encinar","Ayto. de Aguilar de Campoo","No","No"
1117,-4.490604,42.692908,"N","N","A","1",3404,"Boedo-Ojeda","Micieces de Ojeda",34107,"","","Los Montecillos","Ayto. de Micieces de Ojeda","Sí","Sí"
1120,-4.163255,42.813769,"N","N",NA,NA,3407,"Aguilar","Pomar de Valdivia",34135,"","","La Dehesa","Ayto. de Pomar de Valdivia","No","No"
1121,-4.089721,42.805487,"N","N",NA,NA,3407,"Aguilar","Pomar de Valdivia",34135,"","","Los Corros","E.L.M. de Lastrilla","No","No"
1122,-4.126078,42.787125,"N","N","A","1",3407,"Aguilar","Pomar de Valdivia",34135,"Covalagua","Paisaje Protegido","Ahedo","E.L.M. de Revilla de Pomar,E.L.M. de Helecha de Valdivia,E.L.M. de Pomar de Valdivia","Sí","Sí"
1123,-4.17437398,42.75063966,NA,NA,"A","1",3407,"Aguilar","Aguilar de Campoo",34004,"","","Cortinas y Rupiedras","E.L.M. de Puentetoma","No","No"
1126,-4.526333,42.656416,"N","N","A","1",3404,"Boedo-Ojeda","Revilla de Collazos",34154,"","","Comayancos","Ayto. de Revilla de Collazos","Sí","Sí"
1127,-4.538308,42.647251,"N","N","A","1",3404,"Boedo-Ojeda","Revilla de Collazos",34154,"","","Comayancos","Ayto. de Revilla de Collazos","Sí","Sí"
1130,-4.52531823,42.61142266,NA,NA,"A","1",3404,"Boedo-Ojeda","Revilla de Collazos",34154,"","","Comayancos","Ayto. de Revilla de Collazos","Sí","Sí"
1132,-4.683179,42.591182,"N","N",NA,NA,3403,"Saldaña-Valdavia","Saldaña",34157,"","","Cotarro y Matalasmonjas","E.L.M. de Villasur","Sí","Sí"
1133,-4.63453351,42.59190542,NA,NA,"A","1",3403,"Saldaña-Valdavia","Valderrábano",34190,"","","","","",""
1134,-4.780382,42.580707,"N","N","A","1",3403,"Saldaña-Valdavia","Poza de la Vega",34136,"","","","","",""
1135,-4.658336,42.573534,"N","N",NA,NA,3403,"Saldaña-Valdavia","Saldaña",34157,"","","Valdebellabute","E.L.M. de Membrillar","Sí","Sí"
1137,-4.743339,42.563266,"N","N","A","1",3403,"Saldaña-Valdavia","Saldaña",34157,"","","","","",""
1138,-4.706563,42.554815,"N","N",NA,NA,3403,"Saldaña-Valdavia","Saldaña",34157,"","","Matorro y Vargas","E.L.M. de Villalafuente","No","No"
1139,-4.657621,42.546528,"N","N",NA,NA,3403,"Saldaña-Valdavia","Saldaña",34157,"","","Vallejadas y Paracuetos","E.L.M. de Valenoso","No","No"
1140,-4.706072,42.536811,"N","N","A","1",3403,"Saldaña-Valdavia","Saldaña",34157,"","","El Páramo","E.L.M. de Relea de la Loma","No","No"
1141,-4.596519,42.53839,"N","N","A","1",3403,"Saldaña-Valdavia","Villasila de Valdavia",34234,"","","Las Cuestas","Ayto. de Villasila de Valdavia","Sí","Sí"
1142,-4.669316,42.528347,"N","N","A","1",3403,"Saldaña-Valdavia","Saldaña",34157,"","","Las Cuestas","E.L.M. de Villanueva del Monte","No","No"
1143,-4.620632,42.529046,"N","N",NA,NA,3403,"Saldaña-Valdavia","Saldaña",34157,"","","Paramillo y Monte de Arriba","E.L.M. de Vega de Doña Olimpa","Sí","Sí"
1146,-4.465561,42.666215,"N","N","A","1",3404,"Boedo-Ojeda","Micieces de Ojeda",34107,"","","Cerrado","E.L.M. de Berzosa de los Hidalgos","No","No"
1148,-4.294396,42.650267,"N","N",NA,NA,3404,"Boedo-Ojeda","Alar del Rey",34005,"","","","","",""
1154,-4.450435,42.540333,"N","N",NA,NA,3403,"Saldaña-Valdavia","Villameriel",34222,"","","El Monte","E.L.M. de Villameriel","Sí","Sí"
1156,-4.425881,42.531635,"N","N",NA,NA,3404,"Boedo-Ojeda","Villaprovedo",34229,"","","Bayala y agregados","Ayto. de Villaprovedo","Sí","Sí"
1157,-4.30415,42.533086,"N","N",NA,NA,3404,"Boedo-Ojeda","Herrera de Pisuerga",34083,"","","","","",""
1158,-4.328306,42.523803,"N","N","A","1",3404,"Boedo-Ojeda","Herrera de Pisuerga",34083,"","","Las Corraleras","E.L.M. de Ventosa de Pisuerga","Sí","Sí"
1160,-4.425472,42.51363,"N","N","A","1",3404,"Boedo-Ojeda","Villaprovedo",34229,"","","Bayala y agregados","Ayto. de Villaprovedo","Sí","Sí"
1161,-4.437435,42.504475,"N","N","A","1",3403,"Saldaña-Valdavia","Villameriel",34222,"","","Valdelaguna","E.L.M. de Villorquite de Herrera","No","No"
1162,-4.327925,42.505796,"N","N",NA,NA,3404,"Boedo-Ojeda","Santa Cruz de Boedo",34168,"","","Otero Butres","E.L.M. de Hijosa de Boedo","Sí","Sí"
1164,-4.887014,42.479941,"N","N","A","1",3403,"Saldaña-Valdavia","Santervás de la Vega",34169,"","","","","",""
1166,-4.86003,42.390328,"N","N","A","1",3403,"Saldaña-Valdavia","Ledigos",34094,"","","Carraco, Matalavilla y Roturos","Ayto. de Ledigos","No","No"
1167,-4.558209,42.466874,"N","N","A","1",3402,"Campos","Loma de Ucieza",34903,"","","El Rey","E.L.M. de Itero Seco","Sí","Sí"
1176,-4.291234,42.49721,"N","N",NA,NA,3404,"Boedo-Ojeda","Herrera de Pisuerga",34083,"","","La Dehesilla","E.L.M. de Olmos de Pisuerga","Sí","Sí"
1177,-4.40053,42.486921,"N","N","A","1",3402,"Campos","Espinosa de Villagonzalo",34071,"","","Bayala","Ayto. de Espinosa de Villagonzalo","Sí","Sí"
1178,-4.290864,42.479203,"N","N",NA,NA,3404,"Boedo-Ojeda","Herrera de Pisuerga",34083,"","","La Dehesilla","E.L.M. de Olmos de Pisuerga","Sí","Sí"
1300,-4.91997952,42.75858398,NA,NA,"N","N",3405,"Guardo","Guardo",34080,"","","Matas del Río","Ayto. de Guardo","No","No"
1301,-4.86976921,42.71438943,NA,NA,"N","N",3405,"Guardo","Villalba de Guardo",34214,"","","Páramo del Otro Lado","Ayto. de Villalba de Guardo","No","No"
1303,-4.82543789,42.86819079,NA,NA,"N","N",3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","Campana del Horno, Campana Cortina y Campana la Llana","Ayto. de Velilla del Río Carrión","No","No"
1304,-4.82490751,42.85018931,NA,NA,"N","N",3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","El Pinar","Ayto. de Velilla del Río Carrión","Sí","No"
1307,-4.77649164,42.86896095,NA,NA,"N","N",3405,"Guardo","Velilla del Río Carrión",34199,"Montaña Palentina","Parque Natural","La Solana","Ayto. de Velilla del Río Carrión","No","No"
1310,-4.73574954,42.72550467,NA,NA,"N","N",3405,"Guardo","Respenda de la Peña",34151,"","","","","",""
1312,-4.71480775,42.8518917,NA,NA,"N","N",3405,"Guardo","Santibáñez de la Peña",34171,"","","Peñamediana, Hoyo Maldito, La Sierra, Peñarobla y Peñacueto","E.L.M. de Villafria de la Peña","No","No"
1315,-4.6301157,42.8891492,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","","","",""
1318,-4.60633315,42.91650037,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Palacios","Ayto. de Cervera de Pisuerga","No","No"
1319,-4.58252977,42.94384682,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Millares","E.L.M. de Resoba","No","No"
1325,-4.53284757,42.91750815,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","La Dehesa de Villanueva","Ayto. de Cervera de Pisuerga","No","No"
1326,-4.52995489,42.80048097,NA,NA,"N","N",3406,"Cervera","Dehesa de Montejo",34067,"","","Valdecastro","E.L.M. de Colmenares de Ojeda","No","No"
1329,-4.51619173,42.73761863,NA,NA,"N","N",3404,"Boedo-Ojeda","Payo de Ojeda",34124,"","","","","",""
1331,-4.49632126,42.92699649,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Acebal","E.L.M. de Vañes","No","No"
1332,-4.48746939,42.5578875,NA,NA,"N","N",3403,"Saldaña-Valdavia","Villameriel",34222,"","","Vallespinoso y Valdelaguna","E.L.M. de Villameriel","Sí","Sí"
1339,-4.43589464,42.96379041,NA,NA,"N","N",3406,"Cervera","Cervera de Pisuerga",34056,"Montaña Palentina","Parque Natural","Dehesa de Avellanos","E.L.M. de Celada de Roblecedo","No","No"
1348,-4.35840368,42.78462548,NA,NA,"N","N",3407,"Aguilar","Aguilar de Campoo",34004,"","","Matas del Corral","E.L.M. de Foldada","No","No"
1354,-4.31065297,42.83922226,NA,NA,"N","N",3407,"Aguilar","Aguilar de Campoo",34004,"","","La Matas","E.L.M. de Matamorisca","No","No"
1370,-4.23527826,42.74099354,NA,NA,"N","N",3407,"Aguilar","Aguilar de Campoo",34004,"Las Tuerces","Paisaje Protegido","Castillo de Gama","Ayto. de Aguilar de Campoo","No","No"
1372,-4.22270976,42.72311773,NA,NA,"N","N",3407,"Aguilar","Aguilar de Campoo",34004,"","","El Encinar","Ayto. de Aguilar de Campoo","No","No"
