"Estadillo","lng","lat","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Altitude_m","FuelModel","Aspect","Slope","Exposure","Stoniness","Texture","BioRigion","OrganicMatter","SoilpH","SoilType"
1146,-4.465561,42.666215,"N","N","A","1",980,4,370,4,"All exposures","No stoniness","Clay texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1148,-4.294396,42.650267,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,-4.450435,42.540333,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,-4.425881,42.531635,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,-4.30415,42.533086,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,-4.328306,42.523803,"N","N","A","1",893,5,372,12,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1160,-4.425472,42.51363,"N","N","A","1",945,5,95,22,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1161,-4.437435,42.504475,"N","N","A","1",896,8,290,24,"Sunny slope","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1162,-4.327925,42.505796,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,-4.887014,42.479941,"N","N","A","1",954,6,100,24,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1166,-4.86003,42.390328,"N","N","A","1",906,5,120,12,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1167,-4.558209,42.466874,"N","N","A","1",907,8,160,14,"Sunny slope","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1176,-4.291234,42.49721,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,-4.40053,42.486921,"N","N","A","1",894,5,15,22,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1178,-4.290864,42.479203,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,-4.91997952,42.75858398,NA,NA,"N","N",1133,5,155,13,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1301,-4.86976921,42.71438943,NA,NA,"N","N",1138,8,110,4,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1303,-4.82543789,42.86819079,NA,NA,"N","N",1233,12,290,47,"Shady slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1304,-4.82490751,42.85018931,NA,NA,"N","N",1414,5,200,46,"Shady slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1307,-4.77649164,42.86896095,NA,NA,"N","N",1625,5,30,39,"Sunny slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1310,-4.73574954,42.72550467,NA,NA,"N","N",1098,2,240,12,"Shady slope","Slightly stony","Sandy texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1312,-4.71480775,42.8518917,NA,NA,"N","N",1545,5,228,43,"Sunny slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1315,-4.6301157,42.8891492,NA,NA,"N","N",1167,8,325,40,"Sunny slope","Stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1318,-4.60633315,42.91650037,NA,NA,"N","N",1396,5,95,33,"Shady slope","Stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1319,-4.58252977,42.94384682,NA,NA,"N","N",1516,5,124,55,"Shady slope","Stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1325,-4.53284757,42.91750815,NA,NA,"N","N",1213,4,138,12,"Sunny slope","Stony","Loam texture","Atlantic","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1326,-4.52995489,42.80048097,NA,NA,"N","N",1099,5,215,24,"Sunny slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1329,-4.51619173,42.73761863,NA,NA,"N","N",1116,4,95,4,"All exposures","Slightly stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1331,-4.49632126,42.92699649,NA,NA,"N","N",1111,5,70,32,"Shady slope","Slightly stony","Clay texture","Atlantic","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1332,-4.48746939,42.5578875,NA,NA,"N","N",942,5,385,9,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1339,-4.43589464,42.96379041,NA,NA,"N","N",1222,6,278,19,"Sunny slope","Slightly stony","Loam texture","Atlantic","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1348,-4.35840368,42.78462548,NA,NA,"N","N",1052,2,70,26,"Shady slope","Stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1354,-4.31065297,42.83922226,NA,NA,"N","N",1006,6,295,25,"Shady slope","No stoniness","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1370,-4.23527826,42.74099354,NA,NA,"N","N",1011,5,260,11,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Neutral (pH = 7)","Limestone soil"
1372,-4.22270976,42.72311773,NA,NA,"N","N",973,6,200,35,"Shady slope","No stoniness","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
