"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","CanopySHRNFI2","HmSHRNFI2","CanopySHRNFI3","HmSHRNFI3","CanopySHRNFI4","HmSHRNFI4"
170,42.885025,-4.238067,"A","3E","A","1",102,"Erica spp.",40,2,NA,NA,2,3
170,42.885025,-4.238067,"A","3E","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",80,3,NA,NA,NA,NA
170,42.885025,-4.238067,"A","3E","A","1",121,"Rubus spp.",NA,NA,NA,NA,1,15
170,42.885025,-4.238067,"A","3E","A","1",141,"Hedera helix",NA,NA,5,1,5,2
177,42.875619,-4.27461,"A","4",NA,NA,102,"Erica spp.",20,2,NA,NA,NA,NA
177,42.875619,-4.27461,"A","4",NA,NA,112,"Ligustrum vulgare",NA,NA,20,7,NA,NA
177,42.875619,-4.27461,"A","4",NA,NA,119,"Rosa spp.",NA,NA,3,6,NA,NA
177,42.875619,-4.27461,"A","4",NA,NA,122,"Rhamnus spp.",15,5,NA,NA,NA,NA
177,42.875619,-4.27461,"A","4",NA,NA,155,"Genista spp.",NA,NA,2,5,NA,NA
177,42.875619,-4.27461,"A","4",NA,NA,4103,"Retama spp.",NA,NA,2,6,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,102,"Erica spp.",5,2,7,3,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",25,5,NA,NA,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,119,"Rosa spp.",15,3,7,2,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,121,"Rubus spp.",NA,NA,15,2,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,122,"Rhamnus spp.",20,5,NA,NA,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,141,"Hedera helix",NA,NA,2,1,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,144,"Lonicera spp.",NA,NA,3,7,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,4103,"Retama spp.",NA,NA,3,9,NA,NA
182,42.86718041,-4.22554958,NA,NA,"A","1",102,"Erica spp.",30,2,NA,NA,NA,NA
182,42.86718041,-4.22554958,NA,NA,"A","1",103,"Other papilionoid shrubs (Ht>1.5m)",70,2,NA,NA,NA,NA
182,42.86718041,-4.22554958,NA,NA,"A","1",117,"Halimium spp.",NA,NA,10,3,5,3
182,42.86718041,-4.22554958,NA,NA,"A","1",119,"Rosa spp.",NA,NA,4,6,7,18
182,42.86718041,-4.22554958,NA,NA,"A","1",121,"Rubus spp.",NA,NA,4,12,NA,NA
182,42.86718041,-4.22554958,NA,NA,"A","1",1103,"Ulex spp.",NA,NA,40,4,40,3
182,42.86718041,-4.22554958,NA,NA,"A","1",4104,"Cytisus spp.",NA,NA,3,8,NA,NA
183,42.854627,-4.518967,"A","4",NA,NA,102,"Erica spp.",50,20,NA,NA,NA,NA
183,42.854627,-4.518967,"A","4",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,7,NA,NA,NA,NA
183,42.854627,-4.518967,"A","4",NA,NA,1102,"Erica arborea",NA,NA,25,15,NA,NA
189,42.847769,-4.347466,"A","1",NA,NA,119,"Rosa spp.",NA,NA,2,1,NA,NA
189,42.847769,-4.347466,"A","1",NA,NA,129,"Thymus spp.",30,1,NA,NA,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,102,"Erica spp.",20,2,45,2,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",30,3,NA,NA,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,106,"Calluna vulgaris",NA,NA,10,4,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,117,"Halimium spp.",NA,NA,2,1,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,3155,"Genista scorpius",NA,NA,5,3,NA,NA
192,42.839607,-4.273869,"A","1",NA,NA,119,"Rosa spp.",NA,NA,3,4,NA,NA
195,42.81307064,-4.89692111,NA,NA,"A","1",102,"Erica spp.",10,2,NA,NA,NA,NA
195,42.81307064,-4.89692111,NA,NA,"A","1",103,"Other papilionoid shrubs (Ht>1.5m)",10,2,NA,NA,NA,NA
195,42.81307064,-4.89692111,NA,NA,"A","1",117,"Halimium spp.",5,2,10,4,8,3
195,42.81307064,-4.89692111,NA,NA,"A","1",136,"Chamaespartium tridentatum",NA,NA,25,5,13,4
195,42.81307064,-4.89692111,NA,NA,"A","1",2102,"Erica australis",NA,NA,70,12,65,15
196,42.813167,-4.884886,"A","3E","A","1",102,"Erica spp.",50,13,15,3,7,1
196,42.813167,-4.884886,"A","3E","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",15,10,NA,NA,NA,NA
196,42.813167,-4.884886,"A","3E","A","1",106,"Calluna vulgaris",NA,NA,NA,NA,4,2
196,42.813167,-4.884886,"A","3E","A","1",119,"Rosa spp.",NA,NA,NA,NA,2,3
196,42.813167,-4.884886,"A","3E","A","1",121,"Rubus spp.",NA,NA,NA,NA,7,8
196,42.813167,-4.884886,"A","3E","A","1",1102,"Erica arborea",NA,NA,50,15,3,5
196,42.813167,-4.884886,"A","3E","A","1",4104,"Cytisus spp.",NA,NA,NA,NA,18,10
197,42.795166,-4.884339,"A","4","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",25,10,NA,NA,NA,NA
197,42.795166,-4.884339,"A","4","A","1",112,"Ligustrum vulgare",5,5,5,10,10,6
197,42.795166,-4.884339,"A","4","A","1",119,"Rosa spp.",25,25,10,15,15,10
197,42.795166,-4.884339,"A","4","A","1",122,"Rhamnus spp.",NA,NA,NA,NA,4,3
197,42.795166,-4.884339,"A","4","A","1",123,"Zizyphus lotus",5,4,NA,NA,NA,NA
197,42.795166,-4.884339,"A","4","A","1",4104,"Cytisus spp.",NA,NA,10,10,1,10
199,42.777565,-4.859357,"A","3E","A","6C",102,"Erica spp.",NA,NA,30,1,15,2
199,42.777565,-4.859357,"A","3E","A","6C",106,"Calluna vulgaris",NA,NA,50,3,7,3
199,42.777565,-4.859357,"A","3E","A","6C",117,"Halimium spp.",NA,NA,5,1,9,3
199,42.777565,-4.859357,"A","3E","A","6C",119,"Rosa spp.",NA,NA,5,8,4,5
199,42.777565,-4.859357,"A","3E","A","6C",121,"Rubus spp.",NA,NA,NA,NA,2,18
199,42.777565,-4.859357,"A","3E","A","6C",2102,"Erica australis",NA,NA,10,11,2,7
199,42.777565,-4.859357,"A","3E","A","6C",2103,"Adenocarpus spp.",NA,NA,NA,NA,14,8
199,42.777565,-4.859357,"A","3E","A","6C",3121,"Rubus ulmifolius",NA,NA,2,4,NA,NA
199,42.777565,-4.859357,"A","3E","A","6C",4104,"Cytisus spp.",NA,NA,3,3,18,10
201,42.759364,-4.871033,"A","4",NA,NA,102,"Erica spp.",60,10,NA,NA,NA,NA
201,42.759364,-4.871033,"A","4",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",15,4,NA,NA,NA,NA
201,42.759364,-4.871033,"A","4",NA,NA,106,"Calluna vulgaris",5,2,3,4,NA,NA
201,42.759364,-4.871033,"A","4",NA,NA,117,"Halimium spp.",5,4,2,1,NA,NA
201,42.759364,-4.871033,"A","4",NA,NA,2102,"Erica australis",NA,NA,10,12,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,102,"Erica spp.",50,9,NA,NA,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,3,NA,NA,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,106,"Calluna vulgaris",10,3,30,4,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,117,"Halimium spp.",10,4,5,1,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,2,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,2102,"Erica australis",NA,NA,20,10,NA,NA
204,42.740962,-4.894913,"A","3E","A","1",102,"Erica spp.",50,10,NA,NA,12,1
204,42.740962,-4.894913,"A","3E","A","1",106,"Calluna vulgaris",10,3,5,8,4,3
204,42.740962,-4.894913,"A","3E","A","1",107,"Arctostaphylos uva-ursi",5,2,30,1,40,1
204,42.740962,-4.894913,"A","3E","A","1",117,"Halimium spp.",NA,NA,NA,NA,6,3
204,42.740962,-4.894913,"A","3E","A","1",136,"Chamaespartium tridentatum",NA,NA,15,3,3,2
204,42.740962,-4.894913,"A","3E","A","1",2102,"Erica australis",NA,NA,60,12,18,10
206,42.741363,-4.870492,"A","1",NA,NA,102,"Erica spp.",30,4,5,2,19,3
206,42.741363,-4.870492,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,10,5,4,2
206,42.741363,-4.870492,"A","1",NA,NA,117,"Halimium spp.",NA,NA,15,3,38,3
207,42.731961,-4.894639,"A","1",NA,NA,102,"Erica spp.",10,5,5,2,NA,NA
207,42.731961,-4.894639,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,5,2,NA,NA
207,42.731961,-4.894639,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,2,NA,NA
207,42.731961,-4.894639,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,2,NA,NA
208,42.732163,-4.88243,"A","1",NA,NA,102,"Erica spp.",50,8,25,4,NA,NA
208,42.732163,-4.88243,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",5,4,NA,NA,NA,NA
208,42.732163,-4.88243,"A","1",NA,NA,106,"Calluna vulgaris",5,3,5,3,NA,NA
208,42.732163,-4.88243,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,102,"Erica spp.",60,7,80,10,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,4,NA,NA,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,106,"Calluna vulgaris",10,3,10,4,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,117,"Halimium spp.",10,4,NA,NA,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,20,3,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,102,"Erica spp.",60,10,NA,NA,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",15,4,NA,NA,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,3,4,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,117,"Halimium spp.",NA,NA,3,2,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,3,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,2102,"Erica australis",NA,NA,25,12,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,102,"Erica spp.",70,12,NA,NA,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,4,NA,NA,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,15,5,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,2,5,1,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,117,"Halimium spp.",5,3,5,1,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,2,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,2102,"Erica australis",NA,NA,60,15,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,102,"Erica spp.",30,9,NA,NA,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,4,NA,NA,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,106,"Calluna vulgaris",10,2,20,5,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",10,2,3,1,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,1,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,7,3,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,2102,"Erica australis",NA,NA,40,7,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,102,"Erica spp.",50,12,NA,NA,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",5,5,NA,NA,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,106,"Calluna vulgaris",10,3,2,3,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,117,"Halimium spp.",10,3,5,2,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,2,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,2102,"Erica australis",NA,NA,60,11,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,102,"Erica spp.",5,7,5,1,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,106,"Calluna vulgaris",5,4,NA,NA,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,117,"Halimium spp.",NA,NA,2,1,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,2,2,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,2102,"Erica australis",NA,NA,2,5,NA,NA
223,42.79596,-4.835453,NA,NA,NA,NA,102,"Erica spp.",10,10,NA,NA,NA,NA
223,42.79596,-4.835453,NA,NA,NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",25,15,NA,NA,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,15,NA,NA,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,119,"Rosa spp.",10,15,10,15,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,129,"Thymus spp.",NA,NA,5,3,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,20,15,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,102,"Erica spp.",80,2,NA,NA,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,120,"Daboecia cantabrica",NA,NA,20,2,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,2102,"Erica australis",NA,NA,10,9,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,5102,"Erica umbellata",NA,NA,20,3,NA,NA
233,42.77362686,-4.54141932,NA,NA,"A","1",102,"Erica spp.",20,10,NA,NA,NA,NA
233,42.77362686,-4.54141932,NA,NA,"A","1",106,"Calluna vulgaris",80,3,NA,NA,15,2
233,42.77362686,-4.54141932,NA,NA,"A","1",117,"Halimium spp.",NA,NA,5,3,5,3
233,42.77362686,-4.54141932,NA,NA,"A","1",120,"Daboecia cantabrica",NA,NA,10,3,3,2
233,42.77362686,-4.54141932,NA,NA,"A","1",136,"Chamaespartium tridentatum",NA,NA,60,4,10,3
233,42.77362686,-4.54141932,NA,NA,"A","1",2102,"Erica australis",NA,NA,30,9,18,9
233,42.77362686,-4.54141932,NA,NA,"A","1",5102,"Erica umbellata",NA,NA,50,3,65,2
235,42.761666,-4.724451,"A","1",NA,NA,102,"Erica spp.",10,3,10,2,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,3,NA,NA,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,106,"Calluna vulgaris",15,3,40,3,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",15,1,10,1,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,117,"Halimium spp.",30,3,30,2,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,3,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,106,"Calluna vulgaris",20,2,10,4,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,107,"Arctostaphylos uva-ursi",NA,NA,50,2,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,120,"Daboecia cantabrica",NA,NA,5,4,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,1102,"Erica arborea",NA,NA,3,2,NA,NA
239,42.764114,-4.553418,"A","4C","A","4",102,"Erica spp.",50,10,NA,NA,NA,NA
239,42.764114,-4.553418,"A","4C","A","4",106,"Calluna vulgaris",20,3,NA,NA,8,3
239,42.764114,-4.553418,"A","4C","A","4",107,"Arctostaphylos uva-ursi",NA,NA,NA,NA,2,1
239,42.764114,-4.553418,"A","4C","A","4",120,"Daboecia cantabrica",NA,NA,NA,NA,2,3
239,42.764114,-4.553418,"A","4C","A","4",136,"Chamaespartium tridentatum",NA,NA,40,4,5,2
239,42.764114,-4.553418,"A","4C","A","4",144,"Lonicera spp.",NA,NA,10,3,NA,NA
239,42.764114,-4.553418,"A","4C","A","4",2102,"Erica australis",NA,NA,10,6,5,6
239,42.764114,-4.553418,"A","4C","A","4",3102,"Erica ciliaris",NA,NA,NA,NA,48,2
239,42.764114,-4.553418,"A","4C","A","4",5102,"Erica umbellata",NA,NA,60,3,8,2
240,42.76428,-4.5412,"A","4C",NA,NA,102,"Erica spp.",90,10,NA,NA,NA,NA
240,42.76428,-4.5412,"A","4C",NA,NA,117,"Halimium spp.",NA,NA,20,4,NA,NA
240,42.76428,-4.5412,"A","4C",NA,NA,120,"Daboecia cantabrica",NA,NA,20,5,NA,NA
240,42.76428,-4.5412,"A","4C",NA,NA,136,"Chamaespartium tridentatum",NA,NA,30,2,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,102,"Erica spp.",90,3,NA,NA,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,5,4,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",50,1,NA,NA,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,117,"Halimium spp.",NA,NA,30,3,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,120,"Daboecia cantabrica",NA,NA,5,3,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,4,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,2102,"Erica australis",NA,NA,10,10,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,3121,"Rubus ulmifolius",NA,NA,5,4,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,5102,"Erica umbellata",NA,NA,10,3,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,6102,"Erica scoparia",NA,NA,20,3,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,102,"Erica spp.",10,1,NA,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,106,"Calluna vulgaris",50,3,NA,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,107,"Arctostaphylos uva-ursi",50,5,NA,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,136,"Chamaespartium tridentatum",NA,NA,1,4,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,4102,"Erica erigena",NA,NA,40,2,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,5102,"Erica umbellata",NA,NA,1,4,NA,NA
246,42.754778,-4.577624,"A","4","A","1",102,"Erica spp.",10,4,NA,NA,NA,NA
246,42.754778,-4.577624,"A","4","A","1",106,"Calluna vulgaris",50,2,20,3,NA,NA
246,42.754778,-4.577624,"A","4","A","1",107,"Arctostaphylos uva-ursi",90,1,20,3,16,2
246,42.754778,-4.577624,"A","4","A","1",117,"Halimium spp.",NA,NA,NA,NA,4,3
246,42.754778,-4.577624,"A","4","A","1",136,"Chamaespartium tridentatum",NA,NA,10,4,5,3
246,42.754778,-4.577624,"A","4","A","1",2102,"Erica australis",NA,NA,10,6,NA,NA
246,42.754778,-4.577624,"A","4","A","1",5102,"Erica umbellata",NA,NA,50,4,16,2
247,42.754946,-4.565409,"A","4C","A","1",101,"Cistus spp.",30,1,NA,NA,NA,NA
247,42.754946,-4.565409,"A","4C","A","1",102,"Erica spp.",30,10,NA,NA,NA,NA
247,42.754946,-4.565409,"A","4C","A","1",106,"Calluna vulgaris",30,4,30,4,21,4
247,42.754946,-4.565409,"A","4C","A","1",107,"Arctostaphylos uva-ursi",NA,NA,30,2,NA,NA
247,42.754946,-4.565409,"A","4C","A","1",117,"Halimium spp.",NA,NA,10,3,2,3
247,42.754946,-4.565409,"A","4C","A","1",119,"Rosa spp.",NA,NA,NA,NA,2,4
247,42.754946,-4.565409,"A","4C","A","1",136,"Chamaespartium tridentatum",NA,NA,30,4,2,2
247,42.754946,-4.565409,"A","4C","A","1",2102,"Erica australis",NA,NA,20,6,6,13
247,42.754946,-4.565409,"A","4C","A","1",2950,"Prunus spinosa",NA,NA,NA,NA,7,5
247,42.754946,-4.565409,"A","4C","A","1",5102,"Erica umbellata",NA,NA,10,3,14,2
248,42.755112,-4.553193,"A","4C","A","4",102,"Erica spp.",10,10,NA,NA,NA,NA
248,42.755112,-4.553193,"A","4C","A","4",106,"Calluna vulgaris",40,3,NA,NA,11,3
248,42.755112,-4.553193,"A","4C","A","4",107,"Arctostaphylos uva-ursi",20,1,30,2,1,2
248,42.755112,-4.553193,"A","4C","A","4",117,"Halimium spp.",NA,NA,10,4,NA,NA
248,42.755112,-4.553193,"A","4C","A","4",120,"Daboecia cantabrica",NA,NA,10,2,4,3
248,42.755112,-4.553193,"A","4C","A","4",136,"Chamaespartium tridentatum",NA,NA,40,4,3,3
248,42.755112,-4.553193,"A","4C","A","4",182,"Lithodora sp.",NA,NA,NA,NA,2,2
248,42.755112,-4.553193,"A","4C","A","4",2102,"Erica australis",NA,NA,40,6,9,15
248,42.755112,-4.553193,"A","4C","A","4",5102,"Erica umbellata",NA,NA,10,3,31,2
249,42.755277,-4.540977,"A","4C","A","4",102,"Erica spp.",90,10,NA,NA,NA,NA
249,42.755277,-4.540977,"A","4C","A","4",120,"Daboecia cantabrica",NA,NA,NA,NA,5,3
249,42.755277,-4.540977,"A","4C","A","4",136,"Chamaespartium tridentatum",NA,NA,40,3,1,3
249,42.755277,-4.540977,"A","4C","A","4",2102,"Erica australis",NA,NA,NA,NA,43,13
249,42.755277,-4.540977,"A","4C","A","4",5102,"Erica umbellata",NA,NA,10,2,3,2
251,42.742728,-4.785012,"A","1",NA,NA,102,"Erica spp.",20,6,NA,NA,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,2,NA,NA,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,106,"Calluna vulgaris",15,4,7,4,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,117,"Halimium spp.",10,3,3,3,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,2102,"Erica australis",NA,NA,25,8,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,102,"Erica spp.",15,3,10,1,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,20,NA,NA,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,106,"Calluna vulgaris",50,3,40,4,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,7,3,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,15,20,NA,NA
254,42.745437,-4.601823,"A","4","A","1",102,"Erica spp.",30,3,NA,NA,NA,NA
254,42.745437,-4.601823,"A","4","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",5,3,NA,NA,NA,NA
254,42.745437,-4.601823,"A","4","A","1",106,"Calluna vulgaris",30,4,10,5,2,3
254,42.745437,-4.601823,"A","4","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,6,1
254,42.745437,-4.601823,"A","4","A","1",117,"Halimium spp.",NA,NA,NA,NA,2,2
254,42.745437,-4.601823,"A","4","A","1",5102,"Erica umbellata",NA,NA,30,2,20,1
256,42.745944,-4.565182,"A","4C",NA,NA,102,"Erica spp.",35,10,NA,NA,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,106,"Calluna vulgaris",5,2,5,5,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,117,"Halimium spp.",10,2,5,2,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,120,"Daboecia cantabrica",NA,NA,20,2,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,136,"Chamaespartium tridentatum",NA,NA,30,5,NA,NA
256,42.745944,-4.565182,"A","4C",NA,NA,2102,"Erica australis",NA,NA,40,15,NA,NA
258,42.733536,-4.796964,"A","4","A","1",102,"Erica spp.",30,10,15,1,7,1
258,42.733536,-4.796964,"A","4","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",NA,NA,2,7,NA,NA
258,42.733536,-4.796964,"A","4","A","1",106,"Calluna vulgaris",5,4,5,3,3,2
258,42.733536,-4.796964,"A","4","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,4,1
258,42.733536,-4.796964,"A","4","A","1",117,"Halimium spp.",15,3,5,2,4,3
258,42.733536,-4.796964,"A","4","A","1",136,"Chamaespartium tridentatum",NA,NA,3,3,2,2
258,42.733536,-4.796964,"A","4","A","1",2102,"Erica australis",NA,NA,5,6,NA,NA
261,42.736774,-4.577167,"A","4C","A","1",102,"Erica spp.",10,2,NA,NA,NA,NA
261,42.736774,-4.577167,"A","4C","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
261,42.736774,-4.577167,"A","4C","A","1",106,"Calluna vulgaris",10,2,40,4,23,5
261,42.736774,-4.577167,"A","4C","A","1",107,"Arctostaphylos uva-ursi",NA,NA,NA,NA,6,2
261,42.736774,-4.577167,"A","4C","A","1",117,"Halimium spp.",50,3,NA,NA,NA,NA
261,42.736774,-4.577167,"A","4C","A","1",136,"Chamaespartium tridentatum",NA,NA,20,5,7,3
261,42.736774,-4.577167,"A","4C","A","1",3121,"Rubus ulmifolius",NA,NA,0,0,NA,NA
261,42.736774,-4.577167,"A","4C","A","1",5102,"Erica umbellata",NA,NA,NA,NA,21,2
262,42.736942,-4.564956,"A","4C","A","1",102,"Erica spp.",60,6,NA,NA,NA,NA
262,42.736942,-4.564956,"A","4C","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",15,2,NA,NA,NA,NA
262,42.736942,-4.564956,"A","4C","A","1",106,"Calluna vulgaris",5,2,NA,NA,NA,NA
262,42.736942,-4.564956,"A","4C","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
262,42.736942,-4.564956,"A","4C","A","1",117,"Halimium spp.",10,2,10,3,NA,NA
262,42.736942,-4.564956,"A","4C","A","1",136,"Chamaespartium tridentatum",NA,NA,20,3,5,3
262,42.736942,-4.564956,"A","4C","A","1",2102,"Erica australis",NA,NA,50,12,49,13
262,42.736942,-4.564956,"A","4C","A","1",5102,"Erica umbellata",NA,NA,NA,NA,16,2
263,42.72484493,-4.78452548,NA,NA,"A","1",102,"Erica spp.",10,4,5,1,5,2
